Timet,Wt,M_Vt,m_ENt,m_ECt,rt,j_NAt,j_Ct,j_It,j_CAt,j_EN_Ct,j_EC_Ct,j_EN_Mmt,j_EC_Mmt,j_EN_Gt,j_EC_Gt,j_Gt,j_VMt,j_EN_Rt,j_EC_Rt,Nt,Ct,It,j_Ot,L_allomt
43,0.0510967539492285,0.00166666728098191,0.0131392012008866,0.00195080681560395,0.000104216532019453,8.54895392884543e-05,0.0101679290628276,-9.25236160136397e-05,-9.26946320891523e-06,0.000354893271769727,0.00010558691416672,5.4228957804277e-06,1.35572394510692e-06,0.000349470375989299,0.000104231190221613,0.000104216532019453,0,0.000345301714708523,1.46582021600831e-08,1.8132312403358e-06,7.74,-0.000369422148756903,-1.20751455513102e-05,5.7927917299576
44,0.0510999263900311,0.00166684097526596,0.0131791996896603,0.0018357603242893,6.63545661672614e-05,-3.34016847512212e-05,0.00688432271048487,0.000795726524791404,7.7761403145414e-05,0.000241071815647984,6.7280680342427e-05,3.67163896781986e-06,9.17909741954966e-07,0.000237400176680164,6.6362770600472e-05,6.63545661672116e-05,0,0.000234745994033832,8.20443326041739e-09,-4.88077133388015e-07,7.775,0.00325822671966139,0.000103830437287363,5.79303655849044
45,0.0510980676265101,0.00166695157777575,0.0131151230838137,0.00184612662000231,0.000100928209657923,0.000167789160558709,0.0104118869881022,0.000958586902937673,9.41106613557846e-05,0.000362818144495333,0.000102329208253054,5.5530066787896e-06,1.3882516696974e-06,0.000357265137816543,0.000100940956583357,0.000100928209657894,0,0.000353228009430426,1.27469254624382e-08,1.03705197752587e-05,7.79,0.00390627509144652,0.000125081820125585,5.79289311169145
46,0.051113747781747,0.00166711982021408,0.0132366756224722,0.0018377332190834,9.63522548047197e-05,0.00013458214848374,0.00998573109425286,0.000761349141409607,7.49806747001658e-05,0.000351198990104407,9.76955205999184e-05,5.32572352303251e-06,1.33143088075813e-06,0.000345873266581375,9.63640897191603e-05,9.63522548047192e-05,0,0.00034201917638919,1.1834914441088e-08,5.16570768467501e-06,7.81,0.00309255412038336,9.93587665994965e-05,5.79410314779604
47,0.0511256244555915,0.00166728045096778,0.0133266006560594,0.00181485195486726,9.97123866701647e-05,1.32480819825721e-05,0.0104657878109559,-9.65052668628724e-05,-9.66860290895366e-06,0.000370600190990504,0.000101119604431048,5.5817537832352e-06,1.3954384458088e-06,0.000365018437207269,9.97241659852392e-05,9.97123866701645e-05,0,0.000361029941740464,1.17793150747092e-08,1.68922303413861e-07,7.86,-0.000385310476159059,-1.25916295978089e-05,5.79501959072274
48,0.0511221325078757,0.0016674466994808,0.0132928466674603,0.00170389338569095,9.20279850933572e-05,0.000130714109487442,0.010296336321617,0.000688406051658308,6.79232824445444e-05,0.00036375702460756,9.34104487903779e-05,5.49137965152293e-06,1.37284491288073e-06,0.000358265644956037,9.20376038774972e-05,9.20279850933562e-05,0,0.000354584525552311,9.61878414102531e-09,4.34481927863789e-06,7.845,0.00279094433314821,8.98086164003587e-05,5.794750147692
49,0.0511331963546407,0.0016676001512408,0.0133777065114423,0.00167825807037574,7.207231335529e-05,0.000120570947163577,0.00818843097113104,0.000687469271119015,6.76014462022164e-05,0.000291148989362766,7.3171316354503e-05,4.36716340530635e-06,1.09179085132659e-06,0.00028678182595746,7.20795255031764e-05,7.20723133552822e-05,0,0.000283898933423311,7.21214789419725e-09,6.97786001870738e-06,7.915,0.00279683946588113,8.97007854916741e-05,5.79560382769262
50,0.0511441590387277,0.00166772033904145,0.0134616733470684,0.00167257373521502,9.0987948024853e-05,0.000132338427880556,0.0103731006057712,0.000422695878624982,4.19240629703354e-05,0.000371146613951169,9.23799572871196e-05,5.53232060213577e-06,1.38308015053394e-06,0.000365614293349033,9.09968771365856e-05,9.09879480248476e-05,0,0.000361974775428082,8.92911173804381e-09,4.40402341001711e-06,7.93,0.00170467636418041,5.51452726813861e-05,5.7964496438755
51,0.0511540032737424,0.00166787208149298,0.0135474176088482,0.00162197369304672,8.68975515189196e-05,0.00013725175752522,0.0102200811711833,0.000687872237284335,6.78645912785476e-05,0.000368038001298436,8.8268140463846e-05,5.45071022948174e-06,1.36267755737044e-06,0.000362587291068954,8.69054629064756e-05,8.68975515189194e-05,0,0.000359111389008199,7.91138755621887e-09,5.10990360432673e-06,8.03,0.00278903264368873,8.9729339323531e-05,5.79720911778609
52,0.0511656386927561,0.00166801701549311,0.0136386543777628,0.00160143631856766,8.72130152930965e-05,0.000161584800998535,0.0103905613229895,0.00101270323404358,9.93179421920045e-05,0.000376712616487458,8.86060571278518e-05,5.54163298215747e-06,1.38540824553937e-06,0.000371170983505301,8.72206488823124e-05,8.72130152930965e-05,0,0.000367682462893577,7.63358921592513e-09,8.73876592954779e-06,8.015,0.00413134420485854,0.000132087900686097,5.79810671976978
