"days","temp","salt","DLI","pCO2","totAlk","B_stipe_gDW","B_fronds_gDW","B_gDW","B_kgWW","r_eff_th","r_eff_fr","fT","fL"
2023-07-27,10.6320833333333,26.7870833333333,60.8415459093518,496.514359583144,0.00191266016254167,239.356106838437,148.333907569403,387.69001440784,2.98223088006031,0.186135866608796,0.119895681216646,0.930679333043981,0.858839895831806
2023-07-28,10.516875,28.0929166666667,60.5422549885082,489.729826793931,0.00197634682945833,239.473815086008,159.075922165111,398.549737251118,3.06576720962399,0.189159085286458,0.121758060931048,0.945795426432292,0.858240993265255
2023-07-29,10.0370833333333,28.0389583333333,60.2351874883496,483.841940113416,0.00197371523297917,239.574520552664,171.108999608252,410.683520160916,3.15910400123782,0.199370484664352,0.128238269372375,0.996852423321759,0.857621224380461
2023-07-30,9.708125,27.8833333333333,59.9203834178071,478.736531622623,0.00196612526166667,239.657161201493,184.165691986445,423.822853187938,3.26017579375337,0.204154658203125,0.131217373226108,1.02077329101563,0.856980189306954
2023-07-31,9.628125,29.9791666666667,59.609818221088,474.292074632492,0.00206834093958333,239.723268789016,198.010582122157,437.733850911173,3.36718346854748,0.205045491536458,0.131691815787264,1.02522745768229,0.8563421043819
2023-08-01,9.674375,30.0541666666667,59.2925205141845,470.432636592133,0.00207199875708333,239.775725307744,212.540719634514,452.316444942258,3.4793572687866,0.204543486328125,0.131268484345333,1.02271743164063,0.855684279835759
2023-08-02,9.57708333333333,30.101875,58.9677872402586,444.86,0.0020743255354375,239.817679887361,227.870369772063,467.688049659424,3.59760038199557,0.205558123553241,0.131814882500522,1.0277906177662,0.855004772515556
2023-08-03,9.62083333333333,30.1216666666667,58.6356600316846,554.668677806156,0.00207529079283333,239.85095269274,243.866936823271,483.71788951601,3.72090684243085,0.205121383101852,0.131426881586447,1.02560691550926,0.854303142194835
2023-08-04,9.61041666666667,30.1604166666667,58.2961823149991,829.09,0.00207718066520833,239.877422605741,260.552035041442,500.429457647183,3.84945736651679,0.20522826244213,0.131383890701999,1.02614131221065,0.85357893133942
2023-08-05,9.61083333333333,30.2008333333333,57.9493993574787,583.633669451539,0.00207915182241667,239.898464952939,277.884056922855,517.782521875794,3.98294247596765,0.205224021990741,0.131266158206082,1.0261201099537,0.852831664524502
2023-08-06,9.65041666666667,30.216875,57.5953583141888,618.327086814424,0.0020799341889375,239.915158307984,295.780739752689,535.695898060673,4.12073767738979,0.204807984664352,0.130881648790752,1.02403992332176,0.852060847824503
2023-08-07,9.64833333333333,30.2004166666667,57.234108274461,634.241689066491,0.00207913150120833,239.928436277655,314.234458306973,554.162894584628,4.26279149680483,0.204830532407407,0.130773946110781,1.02415266203704,0.85126596817231
2023-08-08,9.705,30.0966666666667,56.8815651201529,585.529611333113,0.00207407152033333,239.938962887013,333.117748863052,573.056711750065,4.40812855192357,0.204191458333333,0.130245864984999,1.02095729166667,0.850481967907973
2023-08-09,9.844375,29.87875,56.5226267798371,505.916,0.002063443528375,239.947267046986,352.231544437199,592.178811484185,4.55522162680143,0.202391923828125,0.128975550059657,1.01195961914063,0.849675208510693
2023-08-10,10.070625,22.6952083333333,56.1569558884849,620.155,0.00171309573610417,239.9537728601,371.285516003613,611.239288863713,4.70184068356702,0.198781350911458,0.126550814702742,0.993906754557292,0.848844314770829
2023-08-11,10.0810416666667,13.93375,55.7846039961403,647.627652833278,0.001285791527875,239.958980858545,390.578958651725,630.537939510271,4.8502918423867,0.198594574291088,0.126304473345242,0.99297287145544,0.847988748239836
2023-08-12,10.3270833333333,15.889375,55.405624640337,663.15216320832,0.0013811691191875,239.963051007619,409.475839946906,649.438890954525,4.99568377657327,0.193657081886574,0.123036340302757,0.96828540943287,0.847107950501358
2023-08-13,10.2847916666667,19.0375,55.020073392722,702.461204010399,0.00153470600875,239.96634866873,428.57839310052,668.54474176925,5.14265185976346,0.194577586443866,0.123488861148208,0.972887932219329,0.846201342474656
2023-08-14,10.1052083333333,22.8947916666667,54.6280079052622,723.037755012999,0.00172282959489583,239.969053584677,448.133887259146,688.102940843824,5.29309954495249,0.198154287832755,0.125620157030725,0.990771439163773,0.845268323686242
2023-08-15,9.965625,26.6402083333333,54.2294879559727,741.89028055793,0.00190549693660417,239.971248931193,467.928361977212,707.899610908405,5.44538162237235,0.200563069661458,0.127002794005704,1.00281534830729,0.844308271508335
2023-08-16,9.94,28.9066666666667,53.8245754937447,761.574809895332,0.00201603414933333,239.973007569359,487.637569731676,727.610577301035,5.59700444077719,0.20097,0.127111596747377,1.00485,0.84332054036176
2023-08-17,9.85416666666667,30.023125,53.413334682524,878.91,0.0020704848270625,239.974421770516,507.284914875227,747.259336645743,5.74814874342879,0.202253327546296,0.127769160015429,1.01126663773148,0.842304460882485
2023-08-18,9.895625,30.3635416666667,52.9958319448026,983.948,0.00208708725427083,239.975546587645,526.55916700882,766.534713596465,5.89642087381896,0.201648798828125,0.127229201416813,1.00824399414062,0.841259339050208
2023-08-19,9.88875,30.3983333333333,52.572136003989,822.037845330976,0.00208878407516667,239.976445051495,545.470881394027,785.447326445522,6.0419025111194,0.201751028645833,0.127131058578182,1.00875514322917,0.840184455276347
2023-08-20,9.87166666666667,30.3345833333333,52.1508202643782,837.153604189887,0.00208567493029167,239.977163146298,563.967628033376,803.944791179674,6.18419070138211,0.202001643518519,0.127124847581631,1.01000821759259,0.839101077709645
2023-08-21,9.94583333333333,30.3233333333333,51.7298736634295,826.714505237358,0.00208512625766667,239.977733001989,581.824039755607,821.801772757596,6.32155209813535,0.200878327546296,0.126252613471414,1.00439163773148,0.838003880349357
2023-08-22,9.91958333333333,30.1666666666667,51.3030386447119,663.718571428571,0.00207748548333333,239.978189313518,599.168436566481,839.146625879999,6.45497404523076,0.20128638744213,0.12633880238931,1.00643193721065,0.836875949038089
2023-08-23,10.0260416666667,20.5366666666667,50.8726803377418,755.504670213954,0.00160782171633333,239.978550651967,615.70938438503,855.687935036997,6.58221488489998,0.199560320818866,0.12508281653758,0.997801604094329,0.835722692930282
2023-08-24,10.505,18.04375,50.4547107487959,694.432,0.001486239926875,239.978825241069,630.49837642125,870.47720166232,6.69597847432553,0.189458125,0.118589454537353,0.947290625,0.834586918436308
2023-08-25,10.8085416666667,19.86,50.0313108574996,987.52,0.001574820074,239.979037961235,643.785444534326,883.764482495561,6.79818832688893,0.181076475332755,0.113184602713306,0.905382376663773,0.833420262573681
2023-08-26,10.9472916666667,21.24875,49.6025557440403,823.519167553489,0.001642550661375,239.979207985313,656.058263751285,896.037471736598,6.89259593643537,0.176733793041088,0.110311307691526,0.88366896520544,0.832221959693399
2023-08-27,10.669375,23.2429166666667,49.168523017164,840.522791888372,0.00173980796445833,239.979354594583,668.66502039405,908.644374988632,6.98957211529717,0.185109892578125,0.115368521341475,0.925549462890625,0.830991218133007
2023-08-28,10.2297916666667,25.770625,48.7292928487413,877.045489860465,0.0018630865748125,239.979480919512,681.74770698741,921.727187906922,7.09020913774555,0.195730103804977,0.121801946077301,0.978650519024884,0.829727219332348
2023-08-29,9.85583333333333,28.0166666666667,48.2849480063264,849.426862325581,0.00197262804833333,239.979585892713,694.789103270354,934.768689163066,7.19052837817743,0.202229577546296,0.125649652755602,1.01114788773148,0.82842911691515
2023-08-30,9.70875,29.2960416666667,47.8355738842641,855.903786018605,0.00203502431852083,239.979670431443,707.282711890163,947.262382321606,7.2866337101662,0.204147278645833,0.126637053655889,1.02073639322917,0.827096035737258
2023-08-31,9.578125,30.0547916666667,47.3812585326522,856.62,0.00207202923889583,239.979738173539,719.166345289891,959.14608346343,7.37804679587254,0.205548095703125,0.127294970245322,1.02774047851562,0.825727070898774
2023-09-01,9.52916666666667,22.598125,46.9220926846689,998.115,0.0017083608945625,239.979792109693,730.352009417073,970.331801526766,7.46409078097513,0.205999855324074,0.127357549353785,1.02999927662037,0.824321286720835
2023-09-02,9.5475,22.2566666666667,46.4581697821389,895.325053647508,0.00169170766433333,239.979834900833,740.799188295859,980.779023196693,7.54445402458994,0.205835364583333,0.127033000961796,1.02917682291667,0.822877715686002
2023-09-03,9.51625,26.9185416666667,45.9895859985542,905.180370554734,0.00191907150377083,239.979868929793,750.568579093403,990.548448023196,7.61960344633227,0.2061123828125,0.126974815749225,1.0305619140625,0.821395357339162
2023-09-04,9.45020833333333,29.3885416666667,45.5164402605464,917.320463193418,0.00203953562677083,239.979896014685,759.702874113911,999.682770128596,7.68986746252766,0.206644270471644,0.127066570928779,1.03322135235822,0.819873177151334
2023-09-05,9.44416666666667,30.1333333333333,45.0388342667663,897.121828991772,0.00207585978666667,239.979917507328,768.18626345965,1008.16618096698,7.75512446897676,0.206689299768518,0.126851957000059,1.03344649884259,0.818310105342507
2023-09-06,9.56979166666667,30.2452083333333,44.5569156906132,897.571022827838,0.00208131603110417,239.97993447011,775.965082379174,1015.94501684928,7.81496166807141,0.20562781213831,0.125952974610719,1.02813906069155,0.816705180756387
2023-09-07,9.876875,15.2075,44.0934004548285,870.661428571429,0.00134791346175,239.979947702278,782.891006844194,1022.87095454647,7.86823811189594,0.201925751953125,0.123447495001446,1.00962875976563,0.815134565105578
2023-09-08,10.0214583333333,0.491875,43.625866961217,938.68757009776,0.0006302191864375,239.979958142916,789.131514897287,1029.1114730402,7.91624210030925,0.199638523943866,0.121807872479818,0.998192619719329,0.813522828316563
2023-09-09,10.0658333333333,0.5925,43.1677312280789,949.079005374257,0.00063512675825,239.979966466893,794.842030537175,1034.82199700407,7.9601692077236,0.19886666087963,0.121097266642586,0.994333304398148,0.811915991729984
2023-09-10,9.88583333333333,1.96333333333333,42.7082568806395,961.956001010861,0.000701983533666667,239.979973233677,800.30358708894,1040.28356032262,8.0021812332509,0.20179416087963,0.122631785367758,1.00897080439815,0.810276404650499
