Timet,Wt,M_Vt,m_ENt,m_ECt,rt,j_NAt,j_Ct,j_It,j_CAt,j_EN_Ct,j_EC_Ct,j_EN_Mmt,j_EC_Mmt,j_EN_Gt,j_EC_Gt,j_Gt,j_VMt,j_EN_Rt,j_EC_Rt,Nt,Ct,It,j_Ot,L_allomt
2632,9.92473976578289,0.305120368930958,0.0201255092483432,0.0516838637079651,0.00253865417570908,0.000196125808290217,0.0100474287033922,0.0491591916138226,0.00268510701445425,0.000488349633614198,0.00263944668595754,5.36077209326592e-06,1.34019302331648e-06,0.000482988861520932,0.00263810649293422,0.00253865417570737,0,0.000381442694493211,9.94523172267859e-05,0.0001,0.001,9,0.00606066122465304,209.233795508905
2633,9.94997130516288,0.305894964029638,0.0201254921399716,0.051687823665547,0.00253912496036336,0.000196148898218708,0.0100486115890732,0.0491040890433945,0.00268340963610407,0.000488403252180509,0.00263995079809019,5.36140321797802e-06,1.34035080449451e-06,0.000483041848962531,0.0026386104472857,0.00253912496036211,0,0.000381476850548464,9.94854869235382e-05,0.0001,0.001,8.5176381,0.00605383875290052,209.595753832245
2634,9.97525122610869,0.306671669568055,0.0201254658120712,0.051689577598576,0.00253949951064558,0.000196171961946046,0.0100497931324819,0.0490365543730011,0.00268129883237492,0.000488458511587487,0.0026403468752267,5.36203362652527e-06,1.34050840663132e-06,0.000483096477960961,0.00263900636682006,0.00253949951064479,0,0.000381516497535434,9.95068561752449e-05,0.0001,0.001,8,0.00604549361529513,209.958112444614
2635,10.0005758813769,0.307450462122852,0.0201254354996304,0.0516888200692649,0.00253976369148184,0.000196194931933308,0.0100509698736326,0.0489591013298765,0.00267885635556659,0.00048851563753298,0.00264061905115416,5.36266147284375e-06,1.34066536821094e-06,0.000483152976060136,0.00263927838578595,0.00253976369148145,0,0.00038156242840101,9.95146943044817e-05,0.0001,0.001,7.4823619,0.00603593753692839,210.32081842768
2636,10.0259423583773,0.308231313643481,0.0201254071292344,0.0516853432100839,0.0025399102267458,0.000196217943279515,0.0100521487335817,0.0488765317027358,0.00267624120363222,0.000488575291871696,0.00264075894445785,5.36329044964009e-06,1.34082261241002e-06,0.000483212001422056,0.00263941812184544,0.00253991022674568,0,0.000381615592352269,9.95078950997591e-05,0.0001,0.001,7,0.00602576401670074,210.683829543395
2637,10.0513491999696,0.309014193509208,0.0201253870863743,0.0516791064430559,0.00253993560980935,0.000196240861002299,0.0100533227972489,0.048796354266568,0.00267370155834634,0.000488637839799502,0.0026407640164549,5.36391686739618e-06,1.34097921684905e-06,0.000483273922932105,0.00263942303723805,0.0025399369697615,0,0.000381675987695752,9.94861156546553e-05,0.0001,0.001,6.5857864,0.00601589976119255,211.047124493436
2638,10.0767972210684,0.309799069663238,0.0201253813091814,0.0516703198862986,0.00253984984422287,0.000196263752603575,0.0100544955227241,0.0487286369826262,0.00267157295040961,0.000488701877387031,0.0026406414530431,5.36454257116437e-06,1.34113564279109e-06,0.000483337334815866,0.00263930031740031,0.00253984984422283,0,0.000381743341046967,9.94504731774803e-05,0.0001,0.001,6.2679492,0.00600758608733679,211.410714497271
2639,10.1022904212458,0.310585912782063,0.0201253967447571,0.0516595219556107,0.00253967634466112,0.000196286618064946,0.0100556669090649,0.0486842837395402,0.00267021955603075,0.000488768634740324,0.00264042144795444,5.36516756044187e-06,1.34129189011047e-06,0.000483403467179882,0.00263908015606433,0.00253967634466095,0,0.000381816413393501,9.94038114033803e-05,0.0001,0.001,6.0681483,0.00600216611356313,211.774656184133
2640,10.127836148909,0.31137470047774,0.0201254375060963,0.0516475850280629,0.00253945390862243,0.000196309524503849,0.0100568403946644,0.0486720398822666,0.00266993447293631,0.000488837104920309,0.00264014618635515,5.36579366977187e-06,1.34144841744297e-06,0.000483471311250537,0.00263880473793771,0.00253945390862215,0,0.000381893154905744,9.93508293155466e-05,0.0001,0.001,6,0.00600071516776391,212.139053751063
2641,10.1534445431088,0.312165422177915,0.0201255061441575,0.0516356323993576,0.0025392296556773,0.000196332337553248,0.0100580090959656,0.0486952593939959,0.00267082939408383,0.000488906032278843,0.00263986874298997,5.36641722645546e-06,1.34160430661386e-06,0.000483539615052387,0.00263852713868336,0.00253922965567701,0,0.000381970428825401,9.92974830063345e-05,0.0001,0.001,6.0681483,0.00600364223247324,212.50405081849
2642,10.1791268296906,0.312958081875386,0.020125602553338,0.0516248460560791,0.002539055880669,0.000196355124407567,0.0100591764553057,0.0487506171182841,0.00267279324224632,0.000488974546880392,0.00263964780346171,5.36704006714016e-06,1.34176001678504e-06,0.000483607506813252,0.00263830604344492,0.00253905588066883,0,0.000382045271586556,9.92501627760864e-05,0.0001,0.001,6.2679492,0.00601053152309161,212.869806015299
2643,10.2048932350813,0.313752699933575,0.020125723845778,0.0516162382723948,0.00253897663678782,0.00019637788504845,0.0100603424717444,0.0488294155566592,0.00267553487788601,0.000489041692157196,0.00263953288327869,5.36766219132431e-06,1.34191554783108e-06,0.000483674029965872,0.00263819096773086,0.00253897663678778,0,0.000382114964494372,9.9214330943077e-05,0.0001,0.001,6.5857864,0.00602030457952195,213.236463242279
2644,10.2307512833583,0.314549310708435,0.0201258647640713,0.0516104807417984,0.00253902029750867,0.000196400552630131,0.0100615037208059,0.0489207468598549,0.00267868963158042,0.000489106585641565,0.00263955597187927,5.36828177189024e-06,1.34207044297256e-06,0.000483738303869674,0.0026382139014363,0.00253902029750866,0,0.000382177491969332,9.9193603927644e-05,0.0001,0.001,7,0.00603161124751798,213.604127526396
2645,10.2567050850315,0.315347957792891,0.0201260184946914,0.0516078485868669,0.00253920056660381,0.000196423260866368,0.0100626670525803,0.0490145862737071,0.00268192447744789,0.000489169153835893,0.00263973237585976,5.36890246368071e-06,1.34222561592018e-06,0.000483800251372212,0.00263839015024384,0.00253920056660363,0,0.000382232228708128,9.91895836401978e-05,0.0001,0.001,7.4823619,0.00604321198136028,213.972855075751
2646,10.2827556167494,0.316148689505996,0.020126177609994,0.0516082686353582,0.00253951338585594,0.000196445942834233,0.010063829038639,0.0491033591540864,0.00268498795186948,0.000489229113839848,0.00264005767494399,5.36952243746904e-06,1.34238060936726e-06,0.000483859591402379,0.00263871529433462,0.00253951338585539,0,0.000382279055968347,9.92019084792069e-05,0.0001,0.001,8,0.00605417140035047,214.342657444564
2647,10.3089014761644,0.316951553334917,0.0201263348919132,0.0516114207408946,0.00253994394153071,0.000196468531919625,0.0100649862663742,0.0491822582926935,0.00268772123689598,0.000489286405074387,0.00264051536852928,5.37013987246974e-06,1.34253496811744e-06,0.000483916265201918,0.00263917283356116,0.00253994394152967,0,0.000382318507541079,9.92288920314507e-05,0.0001,0.001,8.5176381,0.00606389716662982,214.713512415976
2648,10.3351397490061,0.317756592512569,0.0201264839131714,0.051616842496665,0.00254047380427529,0.00019649116137323,0.0100661455621532,0.0492487633926571,0.00269004271122682,0.000489341608635185,0.00264108467359059,5.3707584108683e-06,1.34268960271707e-06,0.000483970850224317,0.00263974198398787,0.00254047380427372,0,0.000382351898053895,9.92681797140908e-05,0.0001,0.001,9,0.00607208024144625,215.085376422563
2649,10.3614667365023,0.318563844811983,0.0201266193690044,0.0516240106598218,0.0025410784495865,0.000196513698062448,0.0100673001056582,0.0493017742292135,0.00269191631522985,0.000489394722823066,0.00264173823894013,5.37137441370691e-06,1.34284360342673e-06,0.000484023348409359,0.0026403953953367,0.00254107844958446,0,0.000382380210426667,9.93169457521731e-05,0.0001,0.001,9.4142136,0.00607858747377692,215.458194930259
2650,10.3878783847276,0.319373340532852,0.0201267372148862,0.0516323933263195,0.00254173641658408,0.000196536274928867,0.0100684567074215,0.0493410792231143,0.00269333663007185,0.000489446446760074,0.00264245185394273,5.37199151472237e-06,1.34299787868059e-06,0.000484074455245351,0.00264110885606405,0.00254173641658166,0,0.000382404998582898,9.93724394823046e-05,0.0001,0.001,9.7320508,0.00608339560323739,215.831908556162
2651,10.4143705758976,0.320185103382971,0.0201268346808535,0.0516414773635898,0.00254242362796351,0.000196558759149244,0.0100696085629736,0.0493667520356677,0.00269430597957093,0.000489496832181264,0.00264319864216573,5.37260608341268e-06,1.34315152085317e-06,0.000484124226097851,0.00264185549064488,0.00254242362796087,0,0.000382427280980303,9.94318626839118e-05,0.0001,0.001,9.9318517,0.0060865166182387,216.206457205618
2652,10.4409392003466,0.320999149555134,0.020126910220655,0.0516507788651784,0.00254311985963522,0.000196581217146668,0.0100707590751367,0.0493789716138502,0.00269483099098232,0.000489546431076074,0.00264395582524303,5.37321993534225e-06,1.34330498383556e-06,0.000484173211140732,0.00264261252025919,0.0025431198596325,0,0.000382448416756342,9.94926606265943e-05,0.0001,0.001,10,0.00608797537150702,216.581781092172
2653,10.4675801972749,0.321815488867293,0.0201269634367111,0.051659843303984,0.0025438053121924,0.000196603648903058,0.0100719082429845,0.0493778021223171,0.00269491389934304,0.000489595632066502,0.00264470115956218,5.37383307001693e-06,1.34345826750423e-06,0.000484221798996485,0.00264335770129467,0.00254380531218977,0,0.000382469586509777,9.95523891048141e-05,0.0001,0.001,9.9318517,0.00608778242043915,216.957821311846
2654,10.4942895111008,0.32263412481742,0.0201269950048978,0.0516682406101355,0.00254446125551641,0.000196626054400347,0.0100730560655915,0.0493631613547927,0.00269455186975424,0.000489644828368128,0.00264541358927867,5.37444548694281e-06,1.3436113717357e-06,0.000484270382881185,0.00264406997790693,0.002544461255514,0,0.000382491932661434,9.96087223928432e-05,0.0001,0.001,9.7320508,0.00608593010486635,217.334519224723
2655,10.5210630410689,0.323455054847725,0.0201270066113454,0.0516755589043914,0.00254506975521203,0.000196648433620477,0.0100742025420326,0.0493348684038359,0.002693738564954,0.000489694421767041,0.00264607294004983,5.37505718562637e-06,1.34376429640659e-06,0.000484319364581414,0.00264472917575343,0.00254506975520995,0,0.000382516574373713,9.96594205433989e-05,0.0001,0.001,9.4142136,0.00608239845054328,217.71181574448
2656,10.5478966057121,0.324278270524989,0.0201270009043457,0.0516814001057334,0.00254561348029174,0.0001966707865454,0.0100753476713832,0.0492927985197803,0.0026924692484582,0.000489744825329311,0.00264665970421588,5.37566816557428e-06,1.34391704139357e-06,0.000484369157163736,0.00264531578717449,0.00254561348029009,0,0.000382544617952689,9.97023068843414e-05,0.0001,0.001,9,0.00607717428968358,218.089650840351
2657,10.5747859568082,0.325103757661803,0.0201269814568993,0.0516853808573821,0.00254607574220803,0.000196693113157084,0.0100764914527195,0.0492371781073824,0.00269075053948328,0.000489796461713965,0.00264715508615422,5.37627842629363e-06,1.34406960657341e-06,0.000484420183287672,0.00264581101654764,0.00254607574220683,0,0.000382577153599801,9.9735274340769e-05,0.0001,0.001,8.5176381,0.00607028764794868,218.467963737543
2658,10.601726888892,0.325931496452886,0.0201269527273309,0.0516871431631901,0.0025464401056355,0.000196715347693705,0.0100776305170956,0.0491690437008173,0.00268861530674632,0.000489849589219411,0.00264754063826476,5.37688617029461e-06,1.34422154257365e-06,0.000484472703049116,0.00264619641672219,0.00254644010563476,0,0.000382615098823975,9.97563110874031e-05,0.0001,0.001,8,0.00606186831885597,218.846694459325
2659,10.6287154956124,0.326761461487143,0.0201269199951177,0.0516863802973539,0.00254669492089865,0.000196737621702602,0.0100787716036169,0.0490909718216743,0.00268614844993013,0.000489904932586824,0.00264780307047556,5.37749499320446e-06,1.34437374830111e-06,0.000484527437593619,0.00264645869672726,0.00254669492089828,0,0.00038265964075781,9.9763775828965e-05,0.0001,0.001,7.4823619,0.00605223577871322,219.225787423369
2660,10.6557486827004,0.327593623241458,0.0201268892359906,0.0516828836328716,0.00254682940500736,0.000196759803755806,0.0100799079792933,0.0490077255380163,0.00268350624939917,0.000489962492755156,0.00264793035013918,5.37810130265869e-06,1.34452532566467e-06,0.000484584391452497,0.00264658582481351,0.00254682940500726,0,0.000382711215252241,9.97564198062469e-05,0.0001,0.001,7,0.00604197878189484,219.605198620578
2661,10.6828248751382,0.328427948314022,0.0201268668873807,0.0516766128221854,0.00254684350412877,0.000196782025090125,0.010081046367322,0.0489269188752295,0.00268094182073465,0.000490023072305698,0.00264792294530572,5.37870868579675e-06,1.34467717144919e-06,0.000484644363619901,0.00264657826813427,0.00254684425947792,0,0.000382770339683611,9.97340354106698e-05,0.0001,0.001,6.5857864,0.00603203700162567,219.98490548128
2662,10.7099449717935,0.32926440290076,0.0201268591656898,0.0516677800838024,0.00254674477133316,0.000196804154588377,0.0100821800506341,0.0488586252656845,0.00267878983459185,0.000490085458681532,0.00264778725077772,5.37931355874898e-06,1.34482838968725e-06,0.000484706145122783,0.00264644242238803,0.0025467447713331,0,0.000382836354269477,9.9697651054931e-05,0.0001,0.001,6.2679492,0.00602365245623273,220.364920159662
2663,10.7371132178552,0.330102955297234,0.0201268726070956,0.0516569259047912,0.00254655762325847,0.000196826257821226,0.0100833123883825,0.0488138219619844,0.00267741729114833,0.000490150351439527,0.00264755276868902,5.37991771378017e-06,1.34497942844504e-06,0.000484770433725747,0.00264620778926058,0.00254655762325828,0,0.000382908128795481,9.96501660022928e-05,0.0001,0.001,6.0681483,0.00601817728529586,220.745301603383
2664,10.7643374754846,0.330943581494506,0.0201269115885233,0.0516449282381956,0.00254632034034645,0.000196848334770872,0.0100844433796553,0.0488012836666892,0.00267711793631956,0.000490216803105458,0.00264726175571804,5.38052115040383e-06,1.34513028760096e-06,0.000484836281955054,0.00264591662543044,0.00254632034034613,0,0.000382983468341314,9.95962850842973e-05,0.0001,0.001,6,0.00601669043456714,221.126159149336
2665,10.7916285694875,0.331786269867573,0.0201269786773297,0.0516329165441243,0.00254608218514785,0.000196870385419532,0.0100855730235416,0.0488244135929042,0.00267800583267916,0.000490283884918683,0.002646969546989,5.38112386813389e-06,1.34528096703347e-06,0.000484902761050549,0.00264562426602196,0.00254608218514754,0,0.000383059473644754,9.95420808744154e-05,0.0001,0.001,6.0681483,0.00601960691082179,221.507643177321
2666,10.8189985040925,0.332631024978559,0.0201270737622596,0.0516220790536212,0.00254589499757605,0.000196892409749433,0.0100867013191308,0.048879852046083,0.0026799683810929,0.000490350551007716,0.00264673438841854,5.38172586648451e-06,1.34543146662113e-06,0.000484968825141232,0.00264538895695192,0.00254589499757585,0,0.000383133025238263,9.94939593760586e-05,0.0001,0.001,6.2679492,0.00602650663232049,221.889920047504
2667,10.8464582063156,0.333477868641091,0.0201271939273086,0.051613433216907,0.00254580317774263,0.000196914407742811,0.0100878282655129,0.0489588550875239,0.0026827128660708,0.000490415836875957,0.00264660618418679,5.38232714497018e-06,1.34558178624255e-06,0.000485033509730987,0.00264526060240054,0.00254580317774258,0,0.0003832013826213,9.94574246579619e-05,0.0001,0.001,6.5857864,0.00603630535285486,222.273140554383
2668,10.8740157154952,0.334326837658784,0.0201273338682754,0.0516076539386853,0.00254583618261926,0.000196936379381918,0.0100889538617786,0.0490504731933855,0.00268587355739803,0.000490479020524476,0.00264661806809124,5.38292770310576e-06,1.34573192577644e-06,0.00048509609282137,0.00264527233616546,0.00254583618261926,0,0.000383262645516602,9.94361535462032e-05,0.0001,0.001,7,0.00604764773033946,222.657414752266
2669,10.9016754326291,0.335177979018917,0.0201274867132763,0.0516050173334865,0.00254600606169378,0.000196958324649012,0.0100900781070191,0.0491445959068955,0.00268911384135807,0.000490539692021704,0.00264678363343468,5.38352754040633e-06,1.34588188510158e-06,0.000485156164481298,0.00264543775154958,0.00254600606169362,0,0.000383315922013607,9.94316898559611e-05,0.0001,0.001,7.4823619,0.00605928362317963,223.042801663495
2670,10.9294383914752,0.336031344185245,0.0201276449725372,0.0516054493753354,0.00254630873602829,0.000196980178716558,0.0100911976801515,0.0492336087734393,0.00269218093405434,0.000490597572627847,0.00264709843522027,5.38412488491925e-06,1.34603122122981e-06,0.000485213447742928,0.00264575240399904,0.00254630873602778,0,0.000383361098301988,9.94436679712411e-05,0.0001,0.001,8,0.00607027271632484,223.429313256571
2671,10.9573030838586,0.336886983732523,0.0201278013688684,0.0516086277687725,0.00254673179529582,0.000197002071264613,0.0100923192246216,0.0493127269733602,0.00269491781598408,0.000490653091439001,0.00264754846133856,5.38472328123275e-06,1.34618082030819e-06,0.000485268368157768,0.00264620228051826,0.00254673179529482,0,0.00038339909634631,9.94704852233966e-05,0.0001,0.001,8.5176381,0.00608002543392845,223.816926112216
2672,10.9852664134015,0.337744944525416,0.0201279494236902,0.0516140872268687,0.00254725322989191,0.000197023872733882,0.0100934361031702,0.0493793524943825,0.0026972388809626,0.000490706177057279,0.00264810919277228,5.38531918805944e-06,1.34632979701486e-06,0.00048532085786922,0.00264676286297526,0.0025472532298904,0,0.000383430728674113,9.95096330848109e-05,0.0001,0.001,9,0.00608822318458429,224.205594817856
2673,11.0133244086783,0.338605266426238,0.0201280837909929,0.0516213014344388,0.00254785171095929,0.000197045712492291,0.0100945549432526,0.0494324437653422,0.00269911143401297,0.000490757484206471,0.00264875658520347,5.38591614145596e-06,1.34647903536399e-06,0.000485371568065015,0.00264741010616811,0.0025478517109573,0,0.000383457499627393,9.95583952107439e-05,0.0001,0.001,9.4142136,0.00609474004957913,224.59526195774
2674,11.0414727556573,0.339467982433642,0.0201282003962182,0.0516297354177563,0.00254850218901164,0.00019706746129293,0.0100956691236132,0.0494717237103007,0.00270052648068265,0.000490807062067156,0.00264946268177495,5.38651060867343e-06,1.34662765216836e-06,0.000485420551458483,0.00264811605412278,0.00254850218900929,0,0.000383480463898904,9.96138651134138e-05,0.0001,0.001,9.7320508,0.00609954473772403,224.985865547961
2675,11.0697070351368,0.340333117329974,0.0201282964501823,0.0516388732015359,0.00254918295406797,0.000197089183771969,0.0100967819555312,0.0494973152421754,0.00270148904525409,0.000490855457265641,0.00265020305251816,5.38710435643383e-06,1.34677608910846e-06,0.000485468352909208,0.00264885627642905,0.00254918295406539,0,0.00038350103474746,9.96733223635649e-05,0.0001,0.001,9.9318517,0.00610265531369547,225.377342346593
2676,11.0980228645492,0.341200688711376,0.0201283703977561,0.0516482282490664,0.00254987275016341,0.000197110879911905,0.0100978934381099,0.0495093820958724,0.0027020048960981,0.000490903059523477,0.00265095383258185,5.38769738425873e-06,1.34692434606468e-06,0.000485515362139218,0.00264960690823579,0.00254987275016076,0,0.000383520452133679,9.97341580749379e-05,0.0001,0.001,10,0.00610409479317444,225.769629823288
2677,11.1264159041971,0.342070707049858,0.0201284218418825,0.0516573436450435,0.00255055161964256,0.000197132549695248,0.0100990035704533,0.0495079890781031,0.00270207629053219,0.000490950260670386,0.00265169260111371,5.38828969167012e-06,1.34707242291753e-06,0.000485561970978716,0.00265034552869079,0.00255055161963998,0,0.00038353990619398,9.97939090507161e-05,0.0001,0.001,9.9318517,0.0061038738287917,226.162666243306
2678,11.154881820016,0.342943176045756,0.0201284514675522,0.0516657871311074,0.00255120068616303,0.00019715419310452,0.010100112351666,0.0494930539088653,0.00270170039024238,0.000490997457165961,0.00265239813835555,5.38888127819022e-06,1.34722031954755e-06,0.000485608575887771,0.002651050918036,0.00255120068616067,0,0.000383560548442133,9.98502318752467e-05,0.0001,0.001,9.7320508,0.00610198477060611,226.556390149971
2679,11.1834162297316,0.343818092911799,0.0201284609778933,0.0516731448001019,0.0025518018786471,0.000197175810122256,0.0101012197808533,0.0494643951490959,0.00270087083739505,0.000491045054105058,0.00265305011661165,5.38947214334168e-06,1.34736803583542e-06,0.000485655581961716,0.00265170274857581,0.00255180187864508,0,0.000383583506816591,9.99008699306618e-05,0.0001,0.001,9.4142136,0.00609840759645931,226.950739620201
2680,11.2120146648917,0.344695448567204,0.0201284530455078,0.0516790166758464,0.00255233773720043,0.000197197400731001,0.0101023258571209,0.0494218878790205,0.00269958288495968,0.000491093467945598,0.00265362888347027,5.39006228664735e-06,1.34751557166184e-06,0.000485703405658951,0.00265228136789861,0.00255233773719883,0,0.000383609896171536,9.99436306997233e-05,0.0001,0.001,9,0.00609312913390721,227.345651742689
2681,11.2406725857897,0.345575227768424,0.020128431274548,0.0516830176404824,0.00255279145227932,0.000197218964913311,0.0101034305795754,0.0493657602355473,0.00269784320299456,0.000491143124804437,0.0026541155073299,5.3906517076305e-06,1.34766292690762e-06,0.000485752473096807,0.00265276784440299,0.00255279145227817,0,0.000383640815006066,9.99763921247826e-05,0.0001,0.001,8.5176381,0.00608617963755594,227.741062828053
2682,11.2693854984956,0.34645740925599,0.0201284001608569,0.0516847881233987,0.00255314650325291,0.000197240438780689,0.0101045306752402,0.0492970552953665,0.00269568487994197,0.000491194291069332,0.0026544914425813,5.3912386600055e-06,1.34780966500138e-06,0.000485803052409326,0.0026531436329163,0.00255314650325221,0,0.000383677192279475,9.99971296640665e-05,0.0001,0.001,8,0.00607768972229418,228.136910025002
2683,11.2981492291189,0.347341965778958,0.020128365027133,0.0516840201413884,0.00255339110244608,0.000197261950136397,0.0101056326914138,0.0492183624813008,0.00269319321748746,0.000491247685401773,0.00265474324791963,5.39182663706152e-06,1.34795665926538e-06,0.000485855858764711,0.00265339529126037,0.00255339110244574,0,0.000383720214666994,0.000100004188814612,0.0001,0.001,7.4823619,0.0060679804693729,228.533135093537
2684,11.3269604709838,0.348228865663885,0.0201283318969009,0.0516805043637217,0.0025535144618195,0.000197283371299308,0.0101067300870547,0.049134471115256,0.00269052538690299,0.000491303320693369,0.00265485888060815,5.39241214884775e-06,1.34810303721194e-06,0.000485910908544521,0.00265351077757094,0.00255351446181941,0,0.000383770330071773,9.9996315751521e-05,0.0001,0.001,7,0.00605764388289807,228.929691914499
2685,11.3558175415249,0.34911807310838,0.0201283072579804,0.051674200638906,0.00255351566089515,0.000197304766123248,0.0101078261333631,0.0490530183620368,0.00268793492005444,0.000491361573643803,0.00265483724095407,5.39299694070212e-06,1.34824923517553e-06,0.0004859685767031,0.00265348899171889,0.00255351572513125,0,0.000383827926131931,9.99732688624659e-05,0.0001,0.001,6.5857864,0.00604762250016639,229.326556845542
2686,11.3847214038336,0.350009551575564,0.020128297636168,0.0516653233793869,0.00255340489651808,0.000197326198148264,0.0101089240854643,0.0489841764783695,0.0026857608378134,0.00049142250078191,0.00265468947950786,5.39358274938587e-06,1.34839568734647e-06,0.000486028918032525,0.00265334108382051,0.00255340489651801,0,0.000383892722171827,9.99361873024992e-05,0.0001,0.001,6.2679492,0.00603917052411184,229.723742661926
2687,11.4136765887327,0.350903267678385,0.0201283090897462,0.0516544148165676,0.00255320422674005,0.000197347540164069,0.010110017426438,0.0489389318647437,0.00268436944418749,0.00049148552864639,0.00265444066182185,5.3941660978179e-06,1.34854152445447e-06,0.000486091362548572,0.0026530921202974,0.00255320422673983,0,0.000383963193479054,9.9887893557562e-05,0.0001,0.001,6.0681483,0.00603364122805704,230.1213110643
2688,11.442691499988,0.351799195384598,0.02012834629155,0.0516423584328956,0.00255295310296451,0.000197368855789201,0.0101111094154304,0.048926118572341,0.00268405683013581,0.000491550128331222,0.00265413495386341,5.39474872490483e-06,1.34868718122621e-06,0.000486155379606317,0.00265278626668219,0.00255295310296416,0,0.000384037255487869,9.98331637180141e-05,0.0001,0.001,6,0.00603212085544194,230.51937666615
2689,11.4717777039267,0.352697322232076,0.0201284118248245,0.0516302896373086,0.0025527011800207,0.000197390145006464,0.0101122000515607,0.0489491562593353,0.00268493761775991,0.000491615363659127,0.00265382812996834,5.39533063017669e-06,1.34883265754417e-06,0.00048622003302895,0.0026524792973108,0.00255270118002035,0,0.000384111985828255,9.977811729044e-05,0.0001,0.001,6.0681483,0.00603502640552886,230.918097045334
2690,11.5009480269051,0.353597653102728,0.0201285055728001,0.0516194027293796,0.00255250070145815,0.000197411407798679,0.0101132893339487,0.0490046673849006,0.00268689860139538,0.000491680180414075,0.00265357888808343,5.39591181316389e-06,1.34897795329097e-06,0.000486284268600911,0.00265222991013013,0.00255250070145793,0,0.000384184240542669,9.97292086721956e-05,0.0001,0.001,6.2679492,0.00604193554847194,231.317646520886
2691,11.5302141441121,0.354500211360307,0.0201286245920792,0.0516107201688209,0.00255239558750017,0.000197432580984499,0.0101143740258452,0.0490838477864209,0.00268964469376233,0.000491743449075949,0.00265343666067575,5.39649054690965e-06,1.34912263672741e-06,0.000486346958529039,0.00265208753803902,0.00255239558750011,0,0.000384251135029056,9.96919505389061e-05,0.0001,0.001,6.5857864,0.00605175655918364,231.71818309767
2692,11.5595846358934,0.355405036135551,0.0201287635329226,0.0516049199829659,0.0025524171430642,0.000197453790953891,0.010115460602146,0.049175722343421,0.00269280995843689,0.000491805190571368,0.00265343763249459,5.39707028607301e-06,1.34926757151825e-06,0.000486408120285295,0.00265208836492307,0.00255241829618136,0,0.000384311000675876,9.96701094857131e-05,0.0001,0.001,7,0.0060631308865604,232.119821961884
2693,11.5890641930876,0.356312178042514,0.0201289150328033,0.0516022781250144,0.0025525766195341,0.000197474974446808,0.0101165458220701,0.0492701137058298,0.0026960551974677,0.000491863522949083,0.00265359123613997,5.3976493015461e-06,1.34941232538652e-06,0.000486465873647537,0.00265224182381458,0.00255257661953396,0,0.000384362808866226,9.96652042806198e-05,0.0001,0.001,7.4823619,0.00607480011778805,232.522624799179
2694,11.6186539601451,0.357221692177441,0.0201290724143913,0.051602722001538,0.00255287002179532,0.000197496068518186,0.0101176264609726,0.0493593690130682,0.00269912635244101,0.000491919491983794,0.00265389644813055,5.3982258728304e-06,1.3495564682076e-06,0.000486521266110964,0.00265254689166234,0.00255287002179484,0,0.000384406465239331,9.96768698674844e-05,0.0001,0.001,8,0.0060858191929512,232.926604693186
2695,11.6483523048727,0.358133632726536,0.0201292279041079,0.0516059260466885,0.00255328389239424,0.000197517136236451,0.0101187057498182,0.0494386625113102,0.00270186468817723,0.000491972918162685,0.00265433704526166,5.39880172379633e-06,1.34970043094908e-06,0.000486574116438889,0.00265298734483071,0.00255328389239329,0,0.000384442760743477,9.97034524373901e-05,0.0001,0.001,8.5176381,0.006095593469967,233.331736818777
2696,11.6781559083317,0.359048049562301,0.0201293749734769,0.0516114222170706,0.00255379853167381,0.00019753824035515,0.0101197869034401,0.0495054300978633,0.0027041867632632,0.000492024211015653,0.00265489089643277,5.39937856970744e-06,1.34984464242686e-06,0.000486624832445945,0.00265354105179034,0.00255379853167234,0,0.000384472891179545,9.97425201179443e-05,0.0001,0.001,9,0.00610380855735111,233.737973446222
2697,11.7080605452769,0.359964985944074,0.0201295082366272,0.0516186811777316,0.0025543891197762,0.000197559255237541,0.0101208634855297,0.0495585623635583,0.00270605626869013,0.00049207339276174,0.00265553031310377,5.39995297649278e-06,1.34998824412319e-06,0.000486673439785247,0.00265418032485965,0.00255438911977427,0,0.000384497874994928,9.97912050853139e-05,0.0001,0.001,9.4142136,0.00611033020782993,234.14525465978
2698,11.7380615863348,0.360884476587669,0.0201296235897724,0.0516271650203172,0.00255503289934984,0.000197580243715932,0.0101219387149555,0.0495978281914953,0.0027074667738946,0.000492120993895288,0.00265622970640506,5.40052666156882e-06,1.3501316653922e-06,0.000486720467233719,0.00265487957473967,0.00255503289934754,0,0.000384519151260591,9.98466753920498e-05,0.0001,0.001,9.7320508,0.00611513280019498,234.55351523912
2699,11.7681543185494,0.361806548298216,0.0201297182252041,0.0516363549905325,0.00255570714283397,0.000197601205773403,0.0101230125908506,0.0496233353835201,0.00270842245911008,0.00049216740308215,0.00265696357420356,5.40109962447303e-06,1.35027490611826e-06,0.000486766303457677,0.00265561329929744,0.00255570714283144,0,0.000384538017745268,9.99061564659078e-05,0.0001,0.001,9.9318517,0.00611823257463833,234.962689038476
2700,11.798334058476,0.362731219878025,0.0201297905792147,0.0516457620149791,0.00255639042701044,0.000197622141393044,0.0101240851123486,0.0496352487568081,0.00270892913149662,0.000492213013139179,0.0026577078644821,5.4016718647432e-06,1.3504179661858e-06,0.000486811341274436,0.00265635744651592,0.00255639042700784,0,0.000384555724194995,9.99670195079806e-05,0.0001,0.001,10,0.00611965269766298,235.372710527044
