Dataset {
  Sequence {
    String PC_Date (ddmmyy);
    String PC_time (hhmmss);
    Float32 latitude;
    Float32 longitude;
    Float32 calibrated_ATM_xCO2_dry;
    Float32 calibrated_SW_xCO2_dry;
    Float32 ATM_pCO2_wet;
    Float32 SW_pCO2_wet_equil_T;
    Float32 SW_pCO2_wet_SST;
    Float32 SW_fCO2_wet;
  } s;
} s;
---------------------------------------------
s.PC_Date, s.PC_time, s.latitude, s.longitude, s.calibrated_ATM_xCO2_dry, s.calibrated_SW_xCO2_dry, s.ATM_pCO2_wet, s.SW_pCO2_wet_equil_T, s.SW_pCO2_wet_SST, s.SW_fCO2_wet
"90318", "24410", 50.52, -126.645, NaN, 746.17, NaN, 738.78, 727.39, 724.53
"90318", "24611", 50.5143, -126.6314, NaN, 748.11, NaN, 740.77, 729.42, 726.56
"90318", "24811", 50.5122, -126.6156, NaN, 749.31, NaN, 741.96, 730.69, 727.82
"90318", "25011", 50.5102, -126.5994, NaN, 750.14, NaN, 742.79, 730.97, 728.1
"90318", "25212", 50.5082, -126.5833, NaN, 749.79, NaN, 742.45, 731.2, 728.33
"90318", "25412", 50.5061, -126.5671, NaN, 747.44, NaN, 740.1, 728.79, 725.93
"90318", "25613", 50.5049, -126.5509, NaN, 750.05, NaN, 742.7, 731.19, 728.32
"90318", "25813", 50.5039, -126.5344, NaN, 751.51, NaN, 744.17, 732.13, 729.25
"90318", "30014", 50.5029, -126.5183, NaN, 749.7, NaN, 742.4, 730.7, 727.83
"90318", "30234", 50.5017, -126.4994, NaN, 748.01, NaN, 740.71, 729.32, 726.45
"90318", "30435", 50.5006, -126.4831, NaN, 749.08, NaN, 741.75, 729.73, 726.86
"100318", "143716", 50.5, -126.419, NaN, 753.52, NaN, 756.76, 745.05, 742.09
"100318", "143917", 50.5008, -126.4341, NaN, 758.2, NaN, 761.36, 749.08, 746.1
"100318", "144117", 50.5016, -126.4493, NaN, 757.21, NaN, 760.42, 748.27, 745.29
"100318", "144318", 50.5023, -126.4644, NaN, 757.9, NaN, 761.19, 748.93, 745.95
"100318", "144518", 50.5028, -126.4798, NaN, 753.11, NaN, 756.43, 744.07, 741.11
"100318", "144719", 50.5034, -126.4951, NaN, 749.11, NaN, 752.38, 740.27, 737.33
"100318", "144919", 50.5039, -126.5106, NaN, 745.81, NaN, 749.03, 736.79, 733.85
"100318", "145120", 50.5046, -126.526, NaN, 741.79, NaN, 744.98, 733.15, 730.23
"100318", "145320", 50.5052, -126.5414, NaN, 742.32, NaN, 745.54, 733.79, 730.87
"100318", "145521", 50.5058, -126.5566, NaN, 744.38, NaN, 747.72, 735.71, 732.78
"100318", "145721", 50.5064, -126.5718, NaN, 745.04, NaN, 748.36, 736.61, 733.67
"100318", "145922", 50.5076, -126.5868, NaN, 744.5, NaN, 747.72, 735.77, 732.83
"100318", "150123", 50.5117, -126.6008, NaN, 745.07, NaN, 748.19, 736.53, 733.59
"100318", "150323", 50.5158, -126.6148, NaN, 745.43, NaN, 748.53, 736.2, 733.27
"100318", "150523", 50.52, -126.6288, NaN, 744.6, NaN, 747.74, 736.18, 733.25
"100318", "150744", 50.5249, -126.645, NaN, 743.8, NaN, 746.97, 735.04, 732.11
"100318", "150944", 50.5292, -126.6589, NaN, 742.21, NaN, 745.42, 732.82, 729.9
"100318", "151136", 50.5332, -126.6717, 417.61, NaN, 419.71, NaN, NaN, NaN
"100318", "151257", 50.5361, -126.681, 416.44, NaN, 418.49, NaN, NaN, NaN
"100318", "151418", 50.5395, -126.6896, 416.29, NaN, 418.26, NaN, NaN, NaN
"100318", "152041", 50.5675, -126.687, NaN, 737.84, NaN, 740.79, 727.75, 724.85
"100318", "152241", 50.5759, -126.6932, NaN, 736.78, NaN, 739.79, 728.08, 725.18
"100318", "152442", 50.5834, -126.7013, NaN, 736.62, NaN, 739.58, 727.86, 724.97
"100318", "152642", 50.5893, -126.7124, NaN, 739.42, NaN, 742.4, 729.83, 726.92
"100318", "152843", 50.5952, -126.7241, NaN, 740.07, NaN, 743.06, 731.8, 728.88
"100318", "153043", 50.6013, -126.7358, NaN, 741.23, NaN, 744.19, 732.04, 729.12
"100318", "153244", 50.6074, -126.7473, NaN, 741.34, NaN, 744.37, 732.45, 729.53
"100318", "153444", 50.6137, -126.759, NaN, 741.73, NaN, 744.73, 732.61, 729.69
"100318", "153645", 50.6199, -126.7706, NaN, 742.78, NaN, 745.76, 733.58, 730.66
"100318", "153845", 50.6263, -126.7823, NaN, 743.23, NaN, 746.26, 733.9, 730.98
"100318", "154046", 50.6328, -126.7936, NaN, 742.18, NaN, 745.2, 734.1, 731.18
"100318", "154246", 50.6391, -126.8045, NaN, 739.94, NaN, 742.98, 730.71, 727.8
"100318", "154447", 50.6449, -126.8158, NaN, 737.48, NaN, 740.52, 728.68, 725.77
"100318", "154647", 50.6508, -126.827, NaN, 732.71, NaN, 735.72, 724.19, 721.31
"100318", "154848", 50.657, -126.8377, NaN, 725.01, NaN, 727.98, 715.72, 712.87
"100318", "155048", 50.6632, -126.8486, NaN, 713.82, NaN, 716.68, 705.3, 702.49
"100318", "155310", 50.6706, -126.861, NaN, 706.46, NaN, 709.32, 697.1, 694.32
"100318", "155511", 50.6771, -126.8712, NaN, 700.32, NaN, 703.19, 691.31, 688.55
"100318", "155711", 50.6837, -126.8814, NaN, 699.07, NaN, 701.95, 690.89, 688.14
"100318", "155912", 50.6903, -126.8915, NaN, 697.5, NaN, 700.36, 689.12, 686.38
"100318", "160112", 50.6969, -126.9016, NaN, 695.53, NaN, 698.38, 686.92, 684.18
"100318", "160313", 50.7027, -126.9127, NaN, 701.1, NaN, 703.98, 691.6, 688.85
"100318", "160514", 50.7084, -126.9242, NaN, 699.48, NaN, 702.33, 689.57, 686.82
"100318", "160714", 50.714, -126.9357, NaN, 692.69, NaN, 695.48, 684.33, 681.6
"100318", "160914", 50.7196, -126.9473, NaN, 685.13, NaN, 687.89, 676.43, 673.73
"100318", "161115", 50.7253, -126.9587, NaN, 681.54, NaN, 684.32, 674.61, 671.92
"100318", "161315", 50.7309, -126.9704, NaN, 681.73, NaN, 684.48, 673.15, 670.47
"100318", "161516", 50.7365, -126.982, NaN, 685.14, NaN, 687.89, 675.9, 673.2
"100318", "161716", 50.7421, -126.9937, NaN, 689.18, NaN, 691.95, 681.02, 678.31
"150318", "230406", 50.7425, -126.9989, NaN, NaN, NaN, NaN, NaN, NaN
"150318", "230558", 50.7383, -126.9905, NaN, NaN, NaN, NaN, NaN, NaN
"150318", "230749", 50.7339, -126.9823, 414.09, NaN, 412.71, NaN, NaN, NaN
"150318", "230910", 50.7307, -126.9762, 418.77, NaN, 417.35, NaN, NaN, NaN
"150318", "231031", 50.7275, -126.9701, 416.63, NaN, 415.22, NaN, NaN, NaN
"150318", "231654", 50.7127, -126.9406, NaN, 689.99, NaN, 687.62, 673.3, 670.64
"150318", "231854", 50.7081, -126.9311, NaN, 700.77, NaN, 698.42, 683.18, 680.48
"150318", "232055", 50.7036, -126.9214, NaN, 708.28, NaN, 705.87, 690.47, 687.75
"150318", "232255", 50.699, -126.912, NaN, 709.16, NaN, 706.72, 693.87, 691.13
"150318", "232456", 50.694, -126.9029, NaN, 706.83, NaN, 704.39, 691.01, 688.28
"150318", "232657", 50.689, -126.8937, NaN, 701.5, NaN, 699.07, 683.37, 680.68
"150318", "232858", 50.684, -126.8845, NaN, 697.85, NaN, 695.36, 680.61, 677.93
"150318", "233059", 50.6789, -126.8753, NaN, 698.77, NaN, 696.35, 683.57, 680.88
"150318", "233259", 50.6737, -126.8664, NaN, 698.69, NaN, 696.21, 681.39, 678.7
"150318", "233521", 50.6676, -126.8559, NaN, 707.04, NaN, 704.61, 691.64, 688.91
"150318", "233722", 50.6626, -126.8469, NaN, 711.84, NaN, 709.36, 693.37, 690.65
"150318", "233923", 50.6576, -126.8376, NaN, 713.34, NaN, 710.82, 696.35, 693.61
"150318", "234123", 50.6527, -126.8283, NaN, 712.81, NaN, 710.27, 697.04, 694.3
"150318", "234324", 50.6476, -126.819, NaN, 714.52, NaN, 712.06, 694.87, 692.13
"150318", "234525", 50.6427, -126.8098, NaN, 713.49, NaN, 710.97, 694.68, 691.94
"150318", "234725", 50.638, -126.8004, NaN, 711.5, NaN, 708.99, 694.91, 692.17
"150318", "234926", 50.6333, -126.7909, NaN, 713.92, NaN, 711.37, 695.03, 692.29
"150318", "235127", 50.6288, -126.7814, NaN, 725.06, NaN, 722.54, 707.84, 705.05
"150318", "235328", 50.6242, -126.7721, NaN, 733.35, NaN, 730.79, 716.32, 713.5
"150318", "235528", 50.6197, -126.763, NaN, 740.77, NaN, 738.28, 723.73, 720.88
"150318", "235729", 50.6149, -126.754, NaN, 741.72, NaN, 739.16, 724.58, 721.73
"150318", "235930", 50.6104, -126.7452, NaN, 740.63, NaN, 738.05, 720.81, 717.96
"160318", "130", 50.6057, -126.7365, NaN, 738.78, NaN, 736.22, 719.25, 716.42
"160318", "331", 50.6005, -126.7274, NaN, 741.23, NaN, 738.69, 722.34, 719.5
"160318", "532", 50.5951, -126.7182, NaN, 742.16, NaN, 739.65, 721.59, 718.74
"160318", "733", 50.5896, -126.7087, NaN, 740.25, NaN, 737.71, 723.8, 720.95
"160318", "933", 50.5844, -126.6993, NaN, 737.95, NaN, 735.48, 720.12, 717.28
"160318", "1134", 50.5777, -126.6952, NaN, 738.24, NaN, 735.69, 720.42, 717.58
"160318", "1335", 50.5711, -126.691, NaN, 739.4, NaN, 736.87, 721.78, 718.94
"160318", "1535", 50.5647, -126.6869, NaN, 738.02, NaN, 735.44, 719.55, 716.71
"160318", "1736", 50.5579, -126.6863, NaN, 742.99, NaN, 740.4, 725.06, 722.21
"160318", "1958", 50.5494, -126.6885, NaN, 743.65, NaN, 740.8, 725.06, 722.21
"160318", "2159", 50.5418, -126.6903, NaN, 740.61, NaN, 737.86, 721.0, 718.16
"160318", "2359", 50.5356, -126.6835, NaN, 743.46, NaN, 740.9, 725.12, 722.26
"160318", "2600", 50.5318, -126.673, NaN, 740.53, NaN, 737.99, 722.64, 719.79
"160318", "2801", 50.528, -126.6625, NaN, 739.56, NaN, 737.02, 721.57, 718.73
"160318", "3001", 50.5242, -126.652, NaN, 737.66, NaN, 735.14, 718.86, 716.03
"160318", "3202", 50.5207, -126.6411, NaN, 736.55, NaN, 733.99, 721.04, 718.21
"160318", "3403", 50.5173, -126.6301, NaN, 737.45, NaN, 734.89, 716.61, 713.78
"160318", "3604", 50.5139, -126.6189, NaN, 740.55, NaN, 737.96, 721.7, 718.86
"160318", "3804", 50.511, -126.6072, NaN, 743.66, NaN, 741.14, 725.7, 722.84
"160318", "4006", 50.5081, -126.5955, NaN, 742.78, NaN, 740.22, 723.81, 720.95
"160318", "4206", 50.5057, -126.584, NaN, 742.98, NaN, 740.36, 724.22, 721.36
"160318", "4407", 50.5048, -126.5718, NaN, 737.95, NaN, 735.35, 719.23, 716.4
"160318", "4607", 50.5039, -126.5595, NaN, 733.66, NaN, 731.09, 714.59, 711.77
"160318", "4808", 50.503, -126.5472, NaN, 733.88, NaN, 731.33, 715.56, 712.74
"160318", "5009", 50.5021, -126.5349, NaN, 733.96, NaN, 731.43, 715.7, 712.87
"160318", "5209", 50.5012, -126.5225, NaN, 735.95, NaN, 733.38, 718.29, 715.45
"160318", "5410", 50.5005, -126.51, NaN, 737.17, NaN, 734.56, 718.16, 715.33
"170318", "155302", 50.5003, -126.4748, 418.81, NaN, 417.68, NaN, NaN, NaN
"170318", "155424", 50.501, -126.4863, 416.47, NaN, 415.39, NaN, NaN, NaN
"170318", "160047", 50.5034, -126.5399, NaN, 730.42, NaN, 728.0, 718.49, 715.65
"170318", "160248", 50.504, -126.5568, NaN, 737.04, NaN, 734.65, 724.82, 721.96
"170318", "160448", 50.5045, -126.5736, NaN, 740.53, NaN, 738.14, 728.53, 725.65
"170318", "160648", 50.5076, -126.5897, NaN, 739.29, NaN, 736.89, 727.13, 724.26
"170318", "160848", 50.5113, -126.6056, NaN, 739.66, NaN, 737.23, 727.38, 724.51
"170318", "161048", 50.5153, -126.6218, NaN, 740.95, NaN, 738.56, 729.12, 726.24
"170318", "161248", 50.5195, -126.6379, NaN, 742.29, NaN, 739.78, 729.95, 727.07
"170318", "161449", 50.5238, -126.6538, NaN, 739.82, NaN, 737.22, 727.26, 724.39
"170318", "161649", 50.528, -126.6697, NaN, 737.08, NaN, 734.64, 724.75, 721.89
"170318", "161910", 50.5338, -126.6876, NaN, 739.56, NaN, 737.13, 727.02, 724.15
"170318", "162110", 50.5429, -126.6958, NaN, 739.31, NaN, 736.91, 727.1, 724.23
"170318", "162310", 50.5528, -126.6911, NaN, 739.73, NaN, 737.35, 727.29, 724.42
"170318", "162510", 50.5632, -126.6855, NaN, 740.54, NaN, 738.13, 727.96, 725.09
"170318", "162710", 50.5741, -126.692, NaN, 748.4, NaN, 745.98, 735.53, 732.62
"170318", "162910", 50.5841, -126.7022, NaN, 746.46, NaN, 744.0, 734.13, 731.23
"170318", "163110", 50.5916, -126.7155, NaN, 747.66, NaN, 745.2, 735.14, 732.24
"170318", "163310", 50.5986, -126.7284, NaN, 749.21, NaN, 746.81, 736.84, 733.93
"170318", "163510", 50.6056, -126.7416, NaN, 748.22, NaN, 745.84, 735.69, 732.79
"170318", "163710", 50.6127, -126.7549, NaN, 748.95, NaN, 746.51, 736.36, 733.45
"170318", "163910", 50.6197, -126.7682, NaN, 749.9, NaN, 747.46, 737.52, 734.61
"170318", "164110", 50.6272, -126.7797, NaN, 749.15, NaN, 746.6, 737.02, 734.11
"170318", "164310", 50.6346, -126.7907, NaN, 741.39, NaN, 738.93, 728.98, 726.1
"170318", "164510", 50.6419, -126.8025, NaN, 736.34, NaN, 733.66, 723.57, 720.72
"170318", "164711", 50.6476, -126.8154, NaN, 730.81, NaN, 728.35, 718.84, 716.0
"170318", "164911", 50.6534, -126.8281, NaN, 731.35, NaN, 728.84, 719.25, 716.41
"170318", "165111", 50.6598, -126.8404, NaN, 712.73, NaN, 710.33, 700.94, 698.17
"170318", "165311", 50.6662, -126.8527, NaN, 708.13, NaN, 705.75, 695.66, 692.91
"170318", "165511", 50.6727, -126.8648, NaN, 701.3, NaN, 698.93, 689.02, 686.31
"170318", "165711", 50.6787, -126.8775, NaN, 689.63, NaN, 687.35, 677.97, 675.29
"170318", "165911", 50.685, -126.8899, NaN, 690.24, NaN, 688.01, 678.66, 675.98
"170318", "170111", 50.6917, -126.9017, NaN, 683.9, NaN, 681.69, 671.44, 668.79
"170318", "170311", 50.6986, -126.9133, NaN, 691.5, NaN, 689.22, 679.77, 677.08
"170318", "170531", 50.7071, -126.9263, NaN, 699.44, NaN, 697.2, 688.68, 685.96
"170318", "170731", 50.7143, -126.9373, NaN, 701.6, NaN, 699.39, 689.41, 686.69
"170318", "170932", 50.7215, -126.9486, NaN, 701.8, NaN, 699.56, 690.33, 687.61
"170318", "171132", 50.7287, -126.9598, NaN, 708.03, NaN, 705.74, 695.83, 693.08
"170318", "171332", 50.7359, -126.9712, NaN, 705.35, NaN, 703.14, 693.61, 690.87
"170318", "171532", 50.7425, -126.9836, NaN, 707.38, NaN, 705.12, 695.92, 693.17
"170318", "171732", 50.7484, -126.9969, NaN, 708.57, NaN, 706.31, 697.15, 694.4
"220318", "231902", 50.7419, -126.9974, NaN, 684.41, NaN, 674.9, 666.63, 664.02
"220318", "232102", 50.7361, -126.9866, NaN, 694.37, NaN, 684.72, 675.13, 672.49
"220318", "232323", 50.7293, -126.9739, NaN, 696.72, NaN, 687.04, 677.41, 674.76
"220318", "232523", 50.7234, -126.963, NaN, 689.72, NaN, 680.07, 670.84, 668.22
"220318", "232724", 50.7179, -126.9525, NaN, 674.26, NaN, 664.97, 655.87, 653.31
"220318", "232924", 50.7122, -126.9416, NaN, 659.79, NaN, 650.8, 642.39, 639.88
"220318", "233125", 50.7066, -126.9306, NaN, 659.37, NaN, 650.33, 642.03, 639.52
"220318", "233326", 50.7009, -126.9194, NaN, 648.51, NaN, 639.46, 630.79, 628.33
"220318", "233526", 50.6953, -126.9081, NaN, 644.37, NaN, 635.43, 626.81, 624.36
"220318", "233727", 50.6895, -126.8966, NaN, 640.22, NaN, 631.45, 623.53, 621.09
"220318", "233918", 50.6842, -126.886, NaN, NaN, NaN, NaN, NaN, NaN
"220318", "234109", 50.6789, -126.8755, NaN, NaN, NaN, NaN, NaN, NaN
"220318", "234301", 50.6735, -126.865, NaN, NaN, NaN, NaN, NaN, NaN
"220318", "234451", 50.668, -126.8547, NaN, NaN, NaN, NaN, NaN, NaN
"220318", "234642", 50.6626, -126.8444, 412.05, NaN, 406.76, NaN, NaN, NaN
"220318", "234803", 50.6585, -126.8369, 412.46, NaN, 407.16, NaN, NaN, NaN
"220318", "234924", 50.6544, -126.8294, 412.09, NaN, 406.78, NaN, NaN, NaN
"220318", "235547", 50.6351, -126.7942, NaN, 632.08, NaN, 623.62, 615.07, 612.67
"220318", "235747", 50.629, -126.7834, NaN, 638.18, NaN, 629.58, 621.08, 618.65
"220318", "235948", 50.6234, -126.7732, NaN, 652.51, NaN, 643.77, 634.91, 632.42
"230318", "149", 50.6177, -126.763, NaN, 704.92, NaN, 695.55, 685.75, 683.07
"230318", "349", 50.612, -126.7527, NaN, 727.77, NaN, 718.03, 708.04, 705.27
"230318", "550", 50.6062, -126.7422, NaN, 735.36, NaN, 725.55, 715.51, 712.71
"230318", "810", 50.5995, -126.73, NaN, 739.28, NaN, 729.7, 720.07, 717.26
"230318", "1011", 50.5937, -126.7194, NaN, 741.88, NaN, 732.25, 722.99, 720.16
"230318", "1211", 50.588, -126.7086, NaN, 741.99, NaN, 732.35, 722.85, 720.02
"230318", "1412", 50.5816, -126.6986, NaN, 741.86, NaN, 732.21, 722.67, 719.85
"230318", "1612", 50.5729, -126.693, NaN, 743.15, NaN, 733.49, 723.75, 720.92
"230318", "1813", 50.5633, -126.687, NaN, 742.73, NaN, 733.1, 723.26, 720.43
"230318", "2013", 50.5527, -126.6884, NaN, 743.17, NaN, 733.47, 724.63, 721.8
"230318", "2214", 50.5432, -126.6898, NaN, 741.68, NaN, 732.08, 720.26, 717.44
"230318", "2414", 50.5378, -126.6801, NaN, 738.63, NaN, 729.03, 719.36, 716.55
"230318", "2614", 50.5341, -126.668, NaN, 742.05, NaN, 732.37, 723.04, 720.22
"230318", "2815", 50.5303, -126.6558, NaN, 744.44, NaN, 734.82, 725.46, 722.62
"230318", "3015", 50.5262, -126.6433, NaN, 746.16, NaN, 736.48, 726.74, 723.9
"230318", "3216", 50.5222, -126.6309, NaN, 747.72, NaN, 738.08, 728.6, 725.76
"230318", "3416", 50.5182, -126.6183, NaN, 744.1, NaN, 734.45, 724.59, 721.76
"230318", "3617", 50.5142, -126.606, NaN, 740.55, NaN, 730.92, 721.63, 718.81
"230318", "3818", 50.5101, -126.5935, NaN, 746.05, NaN, 736.4, 726.73, 723.89
"230318", "4018", 50.5061, -126.5813, NaN, 745.68, NaN, 736.09, 727.69, 724.85
"230318", "4219", 50.5029, -126.5685, NaN, 742.3, NaN, 732.72, 722.56, 719.74
"230318", "4419", 50.5016, -126.5545, NaN, 738.69, NaN, 729.18, 719.78, 716.96
"230318", "4620", 50.5008, -126.5404, NaN, 742.8, NaN, 733.36, 725.05, 722.22
"230318", "4821", 50.5001, -126.5265, NaN, 735.53, NaN, 726.22, 716.77, 713.97
"240318", "140517", 50.5001, -126.4168, NaN, 748.12, NaN, 744.86, 735.79, 732.89
"240318", "140718", 50.5006, -126.4315, NaN, 748.12, NaN, 744.83, 735.49, 732.59
"240318", "140918", 50.5011, -126.4461, NaN, 746.9, NaN, 743.64, 734.25, 731.35
"240318", "141119", 50.5017, -126.4605, NaN, 744.56, NaN, 741.3, 732.29, 729.4
"240318", "141319", 50.5023, -126.4749, NaN, 737.86, NaN, 734.55, 724.64, 721.78
"240318", "141520", 50.5028, -126.4895, NaN, 735.67, NaN, 732.43, 723.97, 721.11
"240318", "141720", 50.5034, -126.5037, NaN, 736.05, NaN, 732.84, 723.84, 720.98
"240318", "141920", 50.5041, -126.5183, NaN, 733.54, NaN, 730.31, 720.62, 717.77
"240318", "142121", 50.5049, -126.5329, NaN, 731.38, NaN, 728.23, 719.24, 716.4
"240318", "142322", 50.5057, -126.5478, NaN, 722.52, NaN, 719.36, 710.25, 707.45
"240318", "142522", 50.5064, -126.5626, NaN, 715.22, NaN, 712.16, 703.58, 700.81
"240318", "142743", 50.5073, -126.5799, NaN, 724.09, NaN, 720.82, 711.67, 708.86
"240318", "142943", 50.5104, -126.5936, NaN, 732.23, NaN, 728.93, 719.98, 717.14
"240318", "143144", 50.5142, -126.6063, NaN, 731.6, NaN, 728.48, 719.45, 716.62
"240318", "143344", 50.5181, -126.6192, NaN, 735.54, NaN, 732.41, 723.45, 720.59
"240318", "143544", 50.5222, -126.6324, NaN, 738.91, NaN, 735.67, 726.55, 723.69
"240318", "143745", 50.5263, -126.6457, NaN, 738.8, NaN, 735.56, 726.62, 723.75
"240318", "143946", 50.5304, -126.6592, NaN, 735.8, NaN, 732.65, 723.34, 720.49
"240318", "144146", 50.5346, -126.6726, NaN, 733.6, NaN, 730.45, 721.75, 718.9
"240318", "144347", 50.5393, -126.6853, NaN, 732.16, NaN, 729.02, 720.05, 717.21
"240318", "144547", 50.548, -126.6863, NaN, 728.7, NaN, 725.66, 716.41, 713.58
"240318", "144748", 50.5574, -126.6849, NaN, 724.99, NaN, 722.03, 713.43, 710.61
"240318", "144948", 50.5658, -126.6874, NaN, 732.6, NaN, 729.5, 720.36, 717.52
"240318", "145149", 50.5739, -126.6928, NaN, 737.27, NaN, 734.16, 725.42, 722.56
"240318", "145350", 50.5819, -126.6998, NaN, 737.74, NaN, 734.63, 725.88, 723.02
"240318", "145550", 50.5882, -126.7109, NaN, 737.33, NaN, 734.21, 725.41, 722.55
"240318", "145751", 50.5946, -126.7223, NaN, 738.43, NaN, 735.37, 726.42, 723.55
"240318", "145951", 50.6011, -126.7335, NaN, 738.99, NaN, 735.92, 727.41, 724.54
"240318", "150152", 50.6076, -126.7445, NaN, 739.11, NaN, 735.92, 726.38, 723.52
"240318", "150352", 50.6139, -126.7553, NaN, 739.37, NaN, 736.26, 727.45, 724.58
"240318", "150553", 50.6203, -126.7663, NaN, 740.66, NaN, 737.6, 728.49, 725.61
"240318", "150753", 50.627, -126.777, NaN, 739.92, NaN, 736.92, 728.25, 725.37
"240318", "150954", 50.6339, -126.7875, NaN, 739.65, NaN, 736.59, 727.37, 724.49
"240318", "151215", 50.6418, -126.7998, NaN, 738.14, NaN, 735.08, 726.52, 723.65
"240318", "151415", 50.6482, -126.81, NaN, 731.8, NaN, 728.79, 720.28, 717.43
"240318", "151615", 50.6544, -126.8205, NaN, 706.37, NaN, 703.53, 694.76, 692.01
"240318", "151816", 50.66, -126.8324, NaN, 693.85, NaN, 691.13, 681.82, 679.12
"240318", "152017", 50.6656, -126.8445, NaN, 677.92, NaN, 675.26, 667.69, 665.05
"240318", "152217", 50.6712, -126.8566, NaN, 662.13, NaN, 659.54, 651.46, 648.88
"240318", "152409", 50.6764, -126.8678, 420.37, NaN, 419.16, NaN, NaN, NaN
"240318", "152530", 50.6803, -126.8758, 420.6, NaN, 419.4, NaN, NaN, NaN
"240318", "152651", 50.684, -126.8838, 420.06, NaN, 418.75, NaN, NaN, NaN
"240318", "153314", 50.7023, -126.9215, NaN, 658.74, NaN, 656.22, 648.68, 646.12
"240318", "153514", 50.7087, -126.9319, NaN, 653.14, NaN, 650.63, 643.71, 641.16
"240318", "153714", 50.7149, -126.9418, NaN, 645.34, NaN, 642.83, 634.9, 632.39
"240318", "153915", 50.7215, -126.9525, NaN, 645.32, NaN, 642.73, 634.78, 632.27
"240318", "154116", 50.7282, -126.9633, NaN, 645.56, NaN, 643.04, 635.95, 633.44
"240318", "154317", 50.7348, -126.9742, NaN, 642.4, NaN, 639.97, 632.67, 630.17
"240318", "154517", 50.7414, -126.9848, NaN, 640.8, NaN, 638.37, 631.06, 628.57
"240318", "154717", 50.7479, -126.9956, NaN, 643.85, NaN, 641.41, 633.55, 631.04
"290318", "221944", 50.7397, -126.9935, NaN, 648.64, NaN, 654.35, 646.77, 644.19
"290318", "222204", 50.7334, -126.9807, NaN, 652.76, NaN, 658.45, 650.71, 648.11
"290318", "222404", 50.728, -126.9698, NaN, 653.78, NaN, 659.27, 651.8, 649.2
"290318", "222604", 50.7226, -126.9589, NaN, 637.8, NaN, 643.08, 635.7, 633.16
"290318", "222805", 50.717, -126.9479, NaN, 626.64, NaN, 632.0, 624.57, 622.07
"290318", "223005", 50.7116, -126.9369, NaN, 624.81, NaN, 630.09, 622.71, 620.22
"290318", "223205", 50.706, -126.926, NaN, 625.94, NaN, 630.97, 623.47, 620.99
"290318", "223405", 50.7005, -126.915, NaN, 626.27, NaN, 631.46, 624.22, 621.73
"290318", "223605", 50.6951, -126.9041, NaN, 631.67, NaN, 637.0, 629.49, 626.97
"290318", "223806", 50.6897, -126.893, NaN, 634.7, NaN, 640.1, 632.42, 629.9
"290318", "224006", 50.6839, -126.8822, NaN, 624.47, NaN, 629.71, 622.33, 619.85
"290318", "224206", 50.678, -126.8714, NaN, 615.21, NaN, 620.46, 613.2, 610.75
"290318", "224406", 50.6721, -126.8604, NaN, 614.17, NaN, 619.39, 612.15, 609.71
"290318", "224606", 50.6662, -126.8495, NaN, 613.94, NaN, 619.19, 612.12, 609.68
"290318", "224806", 50.6602, -126.8386, NaN, 614.24, NaN, 619.54, 612.23, 609.79
"290318", "225007", 50.6544, -126.8277, NaN, 614.26, NaN, 619.5, 612.34, 609.89
"290318", "225207", 50.6485, -126.8168, NaN, 608.08, NaN, 613.1, 606.07, 603.65
"290318", "225407", 50.6424, -126.8057, NaN, 616.3, NaN, 621.51, 614.09, 611.63
"290318", "225607", 50.6364, -126.7947, NaN, 632.82, NaN, 638.19, 630.64, 628.12
"290318", "225807", 50.6306, -126.7836, NaN, 646.8, NaN, 652.31, 644.54, 641.96
"290318", "230007", 50.6249, -126.7728, NaN, 658.27, NaN, 663.82, 656.0, 653.38
"290318", "230207", 50.6192, -126.7623, NaN, 680.65, NaN, 686.34, 678.24, 675.53
"290318", "230408", 50.6135, -126.7519, NaN, 700.22, NaN, 705.81, 697.52, 694.73
"290318", "230608", 50.6078, -126.7419, NaN, 708.35, NaN, 714.05, 705.66, 702.84
"290318", "230828", 50.6009, -126.7301, NaN, 708.15, NaN, 714.05, 705.42, 702.6
"290318", "231028", 50.5952, -126.7201, NaN, 709.72, NaN, 715.56, 707.25, 704.43
"290318", "231228", 50.5895, -126.7096, NaN, 705.9, NaN, 711.7, 703.36, 700.55
"290318", "231420", 50.5844, -126.6997, NaN, NaN, NaN, NaN, NaN, NaN
"290318", "231612", 50.5773, -126.6945, NaN, NaN, NaN, NaN, NaN, NaN
"290318", "231804", 50.5701, -126.6905, NaN, NaN, NaN, NaN, NaN, NaN
"290318", "231956", 50.5632, -126.6865, NaN, NaN, NaN, NaN, NaN, NaN
"290318", "232148", 50.556, -126.6872, 408.46, NaN, 412.08, NaN, NaN, NaN
"290318", "232311", 50.5505, -126.6889, 409.02, NaN, 412.54, NaN, NaN, NaN
"290318", "232431", 50.5449, -126.6908, 408.78, NaN, 412.26, NaN, NaN, NaN
"290318", "233055", 50.5297, -126.6602, NaN, 693.74, NaN, 699.6, 691.51, 688.75
"290318", "233254", 50.5258, -126.6482, NaN, 693.75, NaN, 699.88, 691.61, 688.85
"290318", "233454", 50.5219, -126.6363, NaN, 699.99, NaN, 705.89, 697.53, 694.75
"290318", "233655", 50.5181, -126.6243, NaN, 702.0, NaN, 708.04, 699.75, 696.95
