time,latitude,longitude,TSG_T,TSG_Salinity,calibrated_SW_xCO2_dry,ATM_pCO2_wet,SW_pCO2_wet_equil_T,SW_pCO2_wet_SST
2019-04-20T16:21:00Z,50.6178,-126.7625,8.65,31.19,639.67,NaN,644.04,637.81
2019-04-20T16:23:00Z,50.6247,-126.7746,8.65,31.22,638.58,NaN,643.04,636.92
2019-04-20T16:25:00Z,50.6315,-126.7852,8.68,31.3,636.67,NaN,641.29,635.37
2019-04-20T16:27:00Z,50.6396,-126.7992,8.71,31.39,627.67,NaN,632.09,625.77
2019-04-25T23:07:00Z,50.6336,-126.7933,8.97,31.41,590.98,NaN,596.69,589.86
2019-04-25T23:09:00Z,50.6289,-126.7839,8.99,31.35,600.77,NaN,606.53,598.98
2019-04-25T23:11:00Z,50.6237,-126.7743,8.86,31.24,608.07,NaN,613.88,606.72
2019-04-25T23:13:00Z,50.6185,-126.7654,8.86,31.16,619.85,NaN,625.79,618.78
2019-04-25T23:15:00Z,50.6133,-126.7562,8.85,31.13,629.88,NaN,635.91,629.07
2019-04-25T23:17:00Z,50.6081,-126.7468,8.85,31.13,635.34,NaN,641.4,634.52
2019-04-25T23:19:00Z,50.6031,-126.7374,8.84,31.12,637.34,NaN,643.39,636.34
2019-04-27T14:37:00Z,50.6021,-126.7345,8.71,31.16,634.12,NaN,640.09,634.37
2019-04-27T14:39:00Z,50.6082,-126.7454,8.72,31.16,633.08,NaN,639.04,633.45
2019-04-27T14:41:00Z,50.6139,-126.7565,8.73,31.17,633.99,NaN,640.15,634.61
2019-04-27T14:43:00Z,50.6195,-126.7679,8.73,31.19,628.66,NaN,634.64,629.62
2019-04-27T14:45:00Z,50.6248,-126.7792,8.75,31.18,626.93,NaN,632.85,627.56
2019-04-27T14:47:00Z,50.6298,-126.7907,8.76,31.13,620.73,NaN,627.16,622.06
2019-05-02T23:23:00Z,50.6343,-126.7907,9.26,31.25,490.64,NaN,494.13,487.03
2019-05-02T23:25:00Z,50.6268,-126.7781,9.27,31.25,520.86,NaN,524.61,517.51
2019-05-02T23:27:00Z,50.6208,-126.768,9.24,31.29,527.26,NaN,531.13,524.4
2019-05-02T23:29:00Z,50.615,-126.758,9.26,31.32,527.59,NaN,531.44,524.81
2019-05-02T23:31:00Z,50.6095,-126.7484,9.17,31.25,528.35,NaN,532.23,526.01
2019-05-02T23:33:00Z,50.6039,-126.7387,9.17,31.22,548.78,NaN,552.82,545.9
2019-05-04T15:25:00Z,50.6004,-126.7333,8.95,31.12,642.55,NaN,646.16,638.95
2019-05-04T15:28:00Z,50.6066,-126.7449,8.95,31.13,644.08,NaN,647.74,640.48
2019-05-04T15:30:00Z,50.6129,-126.7561,8.95,31.16,644.78,NaN,648.26,641.21
2019-05-04T15:32:00Z,50.6191,-126.767,8.94,31.17,645.62,NaN,648.98,641.92
2019-05-04T15:34:00Z,50.6253,-126.7777,8.99,31.25,645.57,NaN,648.94,644.1
2019-05-04T15:36:00Z,50.6317,-126.7881,9.05,31.26,614.07,NaN,617.65,611.03
2019-05-04T15:38:00Z,50.6379,-126.7991,9.06,31.34,595.0,NaN,598.4,592.26
2019-05-17T00:36:00Z,50.6339,-126.7934,9.76,31.17,560.25,NaN,553.88,539.68
2019-05-17T00:38:00Z,50.6283,-126.7822,9.45,31.17,622.69,NaN,615.59,606.44
2019-05-17T00:40:00Z,50.6223,-126.7707,9.6,31.2,671.47,NaN,663.83,655.05
2019-05-17T00:42:00Z,50.6165,-126.7596,9.45,31.09,645.24,NaN,637.97,627.85
2019-05-17T00:44:00Z,50.6105,-126.7489,9.4,31.1,696.81,NaN,688.97,681.25
2019-05-17T00:46:00Z,50.6042,-126.7387,9.52,31.07,665.29,NaN,657.8,650.07
2019-05-18T15:34:00Z,50.6029,-126.7363,9.41,31.05,687.54,NaN,684.8,673.94
2019-05-18T15:36:00Z,50.6095,-126.7488,9.38,31.09,735.4,NaN,732.42,720.94
2019-05-18T15:38:00Z,50.6168,-126.761,9.35,31.13,759.13,NaN,756.05,744.44
2019-05-18T15:40:00Z,50.6242,-126.7728,9.33,31.16,728.52,NaN,725.36,714.13
2019-05-18T15:42:00Z,50.6311,-126.7844,9.31,31.22,682.72,NaN,679.8,669.52
2019-05-18T15:44:00Z,50.6382,-126.7949,9.29,31.26,690.02,NaN,687.14,677.32
2019-05-24T00:32:00Z,50.6362,-126.7971,10.04,31.13,NaN,414.84,NaN,NaN
2019-05-24T00:39:00Z,50.6154,-126.7613,9.68,31.06,742.86,NaN,745.11,732.83
2019-05-24T00:41:00Z,50.6079,-126.7475,9.57,31.18,798.96,NaN,801.37,786.23
2019-05-24T00:43:00Z,50.602,-126.7355,9.55,31.12,825.06,NaN,827.55,815.03
2019-06-06T23:21:00Z,50.6304,-126.7919,10.23,31.04,673.93,NaN,673.84,659.69
2019-06-06T23:23:00Z,50.625,-126.7817,10.34,30.97,669.91,NaN,669.87,651.22
2019-06-06T23:25:00Z,50.6201,-126.7719,10.22,30.76,666.65,NaN,666.63,646.51
2019-06-06T23:27:00Z,50.615,-126.7624,10.09,30.7,754.54,NaN,754.55,734.85
2019-06-06T23:29:00Z,50.6091,-126.751,10.08,30.61,819.98,NaN,819.98,797.29
2019-06-06T23:31:00Z,50.6042,-126.7409,10.01,30.74,846.07,NaN,846.15,822.01
2019-06-08T15:24:00Z,50.6036,-126.7389,10.1,30.66,786.35,NaN,796.46,776.65
2019-06-08T15:26:00Z,50.6098,-126.7501,10.01,30.8,795.53,NaN,805.58,786.76
2019-06-08T15:28:00Z,50.6157,-126.7613,9.91,31.04,805.35,NaN,815.66,797.96
2019-06-08T15:30:00Z,50.6218,-126.7725,9.96,31.07,812.1,NaN,822.55,805.5
2019-06-08T15:32:00Z,50.6281,-126.7836,9.93,31.09,785.56,NaN,795.62,776.22
2019-06-08T15:34:00Z,50.6343,-126.7944,9.86,31.12,800.37,NaN,810.66,803.21
2019-06-14T00:28:00Z,50.6337,-126.7949,NaN,NaN,NaN,NaN,NaN,NaN
2019-06-14T00:30:00Z,50.6283,-126.7832,11.38,31.13,NaN,NaN,NaN,NaN
2019-06-14T00:32:00Z,50.6222,-126.7714,11.3,31.17,NaN,NaN,NaN,NaN
2019-06-14T00:34:00Z,50.6157,-126.7598,11.21,31.15,NaN,NaN,NaN,NaN
2019-06-14T00:36:00Z,50.6092,-126.749,11.13,31.11,NaN,NaN,NaN,NaN
2019-06-14T00:38:00Z,50.6032,-126.7386,11.26,30.8,NaN,NaN,NaN,NaN
2019-06-15T14:46:00Z,50.6001,-126.7325,NaN,NaN,NaN,NaN,NaN,NaN
2019-06-15T14:48:00Z,50.6061,-126.7448,NaN,NaN,NaN,NaN,NaN,NaN
2019-06-15T14:50:00Z,50.6124,-126.7566,NaN,NaN,NaN,NaN,NaN,NaN
2019-06-15T14:52:00Z,50.6189,-126.7683,NaN,NaN,NaN,NaN,NaN,NaN
2019-06-15T14:54:00Z,50.6253,-126.7799,NaN,NaN,NaN,NaN,NaN,NaN
2019-06-15T14:56:00Z,50.6321,-126.7907,NaN,NaN,NaN,NaN,NaN,NaN
2019-06-20T23:33:00Z,50.6316,-126.7957,11.01,31.22,NaN,NaN,NaN,NaN
2019-06-20T23:36:00Z,50.6235,-126.7801,11.0,31.23,NaN,NaN,NaN,NaN
2019-06-20T23:38:00Z,50.6166,-126.7657,10.88,31.26,NaN,NaN,NaN,NaN
2019-06-20T23:41:00Z,50.6099,-126.7517,10.71,31.41,NaN,NaN,NaN,NaN
2019-06-20T23:44:00Z,50.6024,-126.7375,10.54,31.28,NaN,NaN,NaN,NaN
2019-06-22T15:05:00Z,50.6044,-126.7434,9.95,31.19,777.79,NaN,785.25,772.26
2019-06-22T15:07:00Z,50.6106,-126.7547,9.9,31.23,787.84,NaN,795.43,789.56
2019-06-22T15:09:00Z,50.6166,-126.7658,10.27,31.22,778.57,NaN,786.03,772.92
2019-06-22T15:11:00Z,50.6229,-126.7764,10.28,31.22,718.59,NaN,725.42,713.11
2019-06-22T15:13:00Z,50.6292,-126.7869,10.18,31.26,699.35,NaN,706.11,694.62
2019-06-22T15:15:00Z,50.6364,-126.7995,10.31,31.19,714.47,NaN,721.27,716.34
2019-06-27T23:27:00Z,50.6329,-126.7914,NaN,NaN,NaN,NaN,NaN,NaN
2019-06-27T23:29:00Z,50.6273,-126.7807,NaN,NaN,NaN,NaN,NaN,NaN
2019-06-27T23:31:00Z,50.622,-126.7705,NaN,NaN,NaN,407.56,NaN,NaN
2019-06-27T23:32:00Z,50.6182,-126.7633,NaN,NaN,NaN,408.01,NaN,NaN
2019-06-27T23:33:00Z,50.6144,-126.7563,NaN,NaN,NaN,407.71,NaN,NaN
2019-07-12T00:17:00Z,50.6363,-126.7972,10.24,31.41,636.9,NaN,639.74,631.36
2019-07-12T00:19:00Z,50.6309,-126.7856,10.31,31.21,752.35,NaN,755.72,743.54
2019-07-12T00:21:00Z,50.625,-126.7739,10.27,31.25,815.77,NaN,819.48,802.78
2019-07-12T00:23:00Z,50.6186,-126.763,10.2,31.08,852.55,NaN,856.49,847.96
2019-07-12T00:25:00Z,50.6122,-126.7535,10.49,30.86,834.62,NaN,838.44,826.06
2019-07-12T00:27:00Z,50.606,-126.7435,10.56,30.82,829.74,NaN,833.51,821.62
2019-07-12T00:29:00Z,50.6004,-126.733,10.58,30.84,833.18,NaN,836.85,822.33
2019-07-13T14:29:00Z,50.6026,-126.7379,10.25,31.17,931.74,NaN,933.81,920.64
2019-07-13T14:31:00Z,50.6087,-126.7495,10.21,31.23,924.96,NaN,927.05,911.71
2019-07-13T14:33:00Z,50.6149,-126.7614,10.12,31.3,931.28,NaN,933.36,918.6
2019-07-13T14:35:00Z,50.6212,-126.7734,10.04,31.36,936.08,NaN,938.01,923.13
2019-07-13T14:37:00Z,50.6273,-126.7853,10.0,31.37,929.7,NaN,931.57,918.43
2019-07-13T14:39:00Z,50.634,-126.7962,10.05,31.36,923.0,NaN,924.8,912.68
2019-07-18T23:27:00Z,50.6292,-126.7886,NaN,NaN,NaN,NaN,NaN,NaN
2019-07-18T23:29:00Z,50.6227,-126.7773,NaN,NaN,NaN,NaN,NaN,NaN
2019-07-18T23:31:00Z,50.6168,-126.7662,NaN,NaN,NaN,NaN,NaN,NaN
2019-07-18T23:33:00Z,50.6107,-126.7546,NaN,NaN,NaN,NaN,NaN,NaN
2019-07-18T23:35:00Z,50.6037,-126.7409,NaN,NaN,NaN,NaN,NaN,NaN
2019-07-20T14:16:00Z,50.6028,-126.7381,NaN,NaN,NaN,NaN,NaN,NaN
2019-07-20T14:18:00Z,50.6096,-126.7501,NaN,NaN,NaN,NaN,NaN,NaN
2019-07-20T14:20:00Z,50.616,-126.7619,NaN,NaN,NaN,NaN,NaN,NaN
2019-07-20T14:22:00Z,50.6225,-126.7735,NaN,NaN,NaN,NaN,NaN,NaN
2019-07-20T14:24:00Z,50.629,-126.7848,NaN,NaN,NaN,NaN,NaN,NaN
2019-07-20T14:26:00Z,50.6355,-126.796,NaN,NaN,NaN,NaN,NaN,NaN
2019-08-22T23:33:00Z,50.6402,-126.7991,11.42,30.7,489.93,NaN,492.01,484.77
2019-08-22T23:35:00Z,50.6334,-126.7891,11.39,30.77,483.19,NaN,485.31,478.22
2019-08-22T23:37:00Z,50.6258,-126.777,11.18,30.8,522.19,NaN,524.41,514.81
2019-08-22T23:39:00Z,50.6196,-126.7669,10.73,31.1,648.89,NaN,651.69,639.89
2019-08-22T23:41:00Z,50.6135,-126.7572,10.68,31.04,805.92,NaN,809.39,798.04
2019-08-22T23:43:00Z,50.608,-126.747,10.7,31.01,862.35,NaN,866.05,853.72
2019-08-22T23:45:00Z,50.6025,-126.7366,10.7,31.03,885.62,NaN,889.36,876.58
2019-08-30T01:33:00Z,50.633,-126.7901,11.91,30.75,NaN,NaN,NaN,NaN
2019-08-30T01:35:00Z,50.6277,-126.78,11.66,30.81,NaN,NaN,NaN,NaN
2019-08-30T01:37:00Z,50.6224,-126.7699,11.2,31.03,NaN,NaN,NaN,NaN
2019-08-30T01:39:00Z,50.6175,-126.7591,11.22,31.11,NaN,NaN,NaN,NaN
2019-08-30T01:41:00Z,50.6125,-126.7486,10.85,31.23,NaN,NaN,NaN,NaN
2019-08-30T01:43:00Z,50.607,-126.7393,10.67,30.95,NaN,NaN,NaN,NaN
2019-08-30T01:46:00Z,50.6004,-126.7282,10.64,31.01,NaN,NaN,NaN,NaN
2019-08-31T16:09:00Z,50.6024,-126.736,10.5,31.23,NaN,NaN,NaN,NaN
2019-08-31T16:11:00Z,50.6093,-126.7502,10.45,31.29,NaN,NaN,NaN,NaN
2019-08-31T16:13:00Z,50.6165,-126.7647,10.33,31.38,NaN,NaN,NaN,NaN
2019-08-31T16:15:00Z,50.624,-126.778,10.32,31.35,NaN,NaN,NaN,NaN
2019-08-31T16:17:00Z,50.6325,-126.789,10.32,31.41,NaN,NaN,NaN,NaN
2019-08-31T16:19:00Z,50.6417,-126.7993,10.29,31.47,NaN,NaN,NaN,NaN
2019-09-07T14:17:00Z,50.6039,-126.74,10.46,29.62,NaN,NaN,NaN,NaN
2019-09-07T14:20:00Z,50.611,-126.7533,10.41,29.64,NaN,NaN,NaN,NaN
2019-09-07T14:22:00Z,50.6171,-126.7647,10.4,29.64,NaN,NaN,NaN,NaN
2019-09-07T14:24:00Z,50.6234,-126.7763,10.38,29.66,NaN,NaN,NaN,NaN
2019-09-07T14:26:00Z,50.6295,-126.7877,10.33,29.71,NaN,NaN,NaN,NaN
2019-09-07T14:28:00Z,50.6354,-126.7985,10.39,29.68,NaN,NaN,NaN,NaN
2019-09-27T00:08:00Z,50.632,-126.7889,10.88,29.4,NaN,NaN,NaN,NaN
2019-09-27T00:10:00Z,50.626,-126.7775,10.86,29.29,NaN,NaN,NaN,NaN
2019-09-27T00:13:00Z,50.6199,-126.7662,10.83,29.27,NaN,NaN,NaN,NaN
2019-09-27T00:15:00Z,50.6137,-126.7551,10.79,29.16,NaN,NaN,NaN,NaN
2019-09-27T00:17:00Z,50.6077,-126.7441,10.58,29.54,NaN,NaN,NaN,NaN
2019-09-27T00:19:00Z,50.6017,-126.7336,10.54,29.5,NaN,NaN,NaN,NaN
2019-09-28T15:07:00Z,50.6013,-126.7316,10.37,29.0,NaN,NaN,NaN,NaN
2019-09-28T15:09:00Z,50.6081,-126.7458,10.32,29.06,NaN,NaN,NaN,NaN
2019-09-28T15:11:00Z,50.6149,-126.7599,10.28,29.1,NaN,NaN,NaN,NaN
2019-09-28T15:13:00Z,50.6222,-126.7731,10.29,29.11,NaN,NaN,NaN,NaN
2019-09-28T15:15:00Z,50.6296,-126.7857,10.29,29.12,NaN,NaN,NaN,NaN
2019-09-28T15:17:00Z,50.6369,-126.7975,10.32,29.13,NaN,NaN,NaN,NaN
