time,latitude,longitude,TSG_T,TSG_Salinity,calibrated_SW_xCO2_dry,ATM_pCO2_wet,SW_pCO2_wet_equil_T,SW_pCO2_wet_SST
2017-11-03T04:55:00Z,50.6236,-126.7775,NaN,NaN,862.48,NaN,NaN,NaN
2017-11-03T04:58:00Z,50.6166,-126.7656,NaN,NaN,909.61,NaN,NaN,NaN
2017-11-03T05:00:00Z,50.6108,-126.7548,NaN,NaN,944.93,NaN,NaN,NaN
2017-11-03T05:02:00Z,50.6052,-126.7435,NaN,NaN,964.1,NaN,NaN,NaN
2017-11-04T15:46:00Z,50.6014,-126.739,9.46,31.32,980.58,NaN,980.79,957.58
2017-11-04T15:48:00Z,50.6077,-126.752,9.41,31.44,982.81,NaN,983.01,961.03
2017-11-04T15:50:00Z,50.6139,-126.7648,9.38,31.42,987.5,NaN,987.8,965.85
2017-11-04T15:53:00Z,50.6199,-126.7776,9.35,31.37,986.84,NaN,987.21,963.97
2017-11-04T15:55:00Z,50.6267,-126.7884,9.31,31.48,986.26,NaN,986.61,966.06
2017-11-04T15:57:00Z,50.6335,-126.7991,9.33,31.53,979.46,NaN,979.85,958.83
2017-11-10T00:53:00Z,50.6305,-126.7941,9.2,31.78,928.46,NaN,920.81,900.29
2017-11-10T00:56:00Z,50.62,-126.7793,9.37,31.57,927.46,NaN,920.13,894.45
2017-11-10T00:59:00Z,50.6113,-126.7649,9.38,31.59,929.27,NaN,922.24,896.56
2017-11-10T01:01:00Z,50.6036,-126.7489,9.39,31.55,932.78,NaN,925.49,899.83
2017-11-11T14:38:00Z,50.6006,-126.723,9.51,31.44,982.44,NaN,978.24,947.4
2017-11-11T14:40:00Z,50.6064,-126.7342,9.52,31.44,981.67,NaN,977.82,946.64
2017-11-11T14:42:00Z,50.6117,-126.7442,9.74,31.12,979.88,NaN,976.07,936.86
2017-11-11T14:44:00Z,50.6166,-126.7541,9.54,31.46,963.13,NaN,959.28,930.56
2017-11-11T14:46:00Z,50.6214,-126.7642,9.61,31.52,971.17,NaN,967.31,929.77
2017-11-11T14:48:00Z,50.6268,-126.7741,9.47,31.57,970.61,NaN,966.79,933.75
2017-11-11T14:50:00Z,50.6324,-126.784,9.44,31.5,970.9,NaN,967.09,935.56
2017-11-11T14:52:00Z,50.6376,-126.7938,9.48,31.38,973.12,NaN,969.24,936.43
2017-11-16T23:59:00Z,50.6346,-126.7934,9.0,31.76,892.48,NaN,881.6,861.28
2017-11-17T00:01:00Z,50.6295,-126.7835,9.04,31.74,908.64,NaN,897.49,876.91
2017-11-17T00:03:00Z,50.6244,-126.7741,9.1,31.62,915.83,NaN,904.66,884.9
2017-11-17T00:05:00Z,50.6196,-126.7645,9.15,31.57,931.62,NaN,920.29,899.45
2017-11-17T00:07:00Z,50.6144,-126.7553,9.19,31.51,942.27,NaN,930.79,908.48
2017-11-17T00:09:00Z,50.6091,-126.7464,9.19,31.5,948.95,NaN,937.42,914.29
2017-11-17T00:11:00Z,50.6039,-126.7374,9.18,31.44,951.13,NaN,939.5,913.34
2017-11-18T15:42:00Z,50.6009,-126.7363,9.28,31.39,957.29,NaN,959.37,932.87
2017-11-18T15:44:00Z,50.6075,-126.7489,9.27,31.42,952.53,NaN,954.53,928.68
2017-11-18T15:46:00Z,50.6144,-126.761,9.25,31.46,949.57,NaN,951.54,924.83
2017-11-18T15:48:00Z,50.6211,-126.7731,9.22,31.48,944.49,NaN,946.52,919.59
2017-11-18T15:50:00Z,50.6282,-126.7832,9.18,31.53,942.41,NaN,944.26,918.68
2017-11-18T15:52:00Z,50.6349,-126.7934,9.19,31.57,935.91,NaN,937.89,913.51
2017-11-24T00:33:00Z,50.6309,-126.7935,9.13,31.1,816.86,NaN,809.09,788.08
2017-11-24T00:35:00Z,50.6249,-126.784,9.17,31.03,816.91,NaN,809.03,790.13
2017-11-24T00:37:00Z,50.6188,-126.774,9.24,30.99,833.73,NaN,825.92,804.84
2017-11-24T00:39:00Z,50.6127,-126.7642,9.27,30.99,884.14,NaN,875.58,853.45
2017-11-24T00:41:00Z,50.6067,-126.754,9.3,30.93,893.21,NaN,884.69,862.69
2017-11-24T00:43:00Z,50.6017,-126.7426,9.34,30.88,901.92,NaN,893.21,871.63
2017-11-25T15:25:00Z,50.6043,-126.7409,9.38,30.68,934.42,NaN,928.72,900.33
2017-11-25T15:27:00Z,50.6103,-126.752,9.37,30.85,933.53,NaN,927.6,899.16
2017-11-25T15:29:00Z,50.6161,-126.7629,9.36,30.87,932.9,NaN,927.33,898.89
2017-11-25T15:31:00Z,50.6219,-126.7741,9.35,30.89,929.48,NaN,923.66,895.21
2017-11-25T15:33:00Z,50.6276,-126.7854,9.34,30.93,923.04,NaN,917.43,889.45
2017-11-25T15:35:00Z,50.6339,-126.7965,9.33,30.91,923.64,NaN,918.06,890.52
2017-12-01T02:04:00Z,50.6336,-126.7901,9.14,31.07,822.63,NaN,821.84,799.5
2017-12-01T02:06:00Z,50.6272,-126.7786,9.16,30.84,821.93,NaN,821.19,799.13
2017-12-01T02:08:00Z,50.6206,-126.7677,9.2,30.83,837.44,NaN,836.99,814.66
2017-12-01T02:10:00Z,50.6143,-126.7569,9.23,30.81,849.54,NaN,849.17,825.94
2017-12-01T02:12:00Z,50.6084,-126.746,9.24,30.76,869.5,NaN,868.88,844.9
2017-12-01T02:14:00Z,50.6023,-126.7349,9.25,30.75,884.23,NaN,883.66,859.1
2017-12-02T15:08:00Z,50.6037,-126.7372,9.28,30.68,910.04,NaN,907.49,882.31
2017-12-02T15:10:00Z,50.6102,-126.7501,9.27,30.8,903.05,NaN,900.42,875.74
2017-12-02T15:12:00Z,50.6169,-126.7631,9.27,30.79,898.89,NaN,896.44,871.35
2017-12-02T15:14:00Z,50.6236,-126.7757,9.25,30.81,898.28,NaN,895.69,869.93
2017-12-02T15:16:00Z,50.6305,-126.787,9.23,30.85,893.95,NaN,891.33,865.01
2017-12-02T15:18:00Z,50.6377,-126.7979,9.21,30.84,888.74,NaN,886.38,860.27
2017-12-08T00:28:00Z,50.6308,-126.7922,9.06,31.15,781.49,NaN,792.99,767.16
2017-12-08T00:30:00Z,50.6242,-126.7812,9.08,31.1,778.24,NaN,789.68,766.52
2017-12-08T00:33:00Z,50.617,-126.7682,9.18,30.98,792.73,NaN,804.33,778.8
2017-12-08T00:35:00Z,50.6113,-126.7566,9.21,30.95,815.47,NaN,827.38,801.03
2017-12-08T00:37:00Z,50.6055,-126.7449,9.22,30.9,837.91,NaN,850.29,823.0
2017-12-09T15:20:00Z,50.6032,-126.7358,9.04,30.9,NaN,422.5,NaN,NaN
2017-12-09T15:22:00Z,50.6075,-126.7436,9.06,30.89,NaN,418.31,NaN,NaN
2017-12-09T15:23:00Z,50.6118,-126.7516,9.05,30.94,NaN,423.74,NaN,NaN
2017-12-09T15:29:00Z,50.6314,-126.7896,9.06,31.03,835.14,NaN,843.16,818.35
2017-12-15T00:13:00Z,50.6412,-126.798,9.13,31.11,790.41,NaN,797.69,776.25
2017-12-15T00:15:00Z,50.6358,-126.7888,9.2,31.08,795.2,NaN,802.54,775.53
2017-12-15T00:17:00Z,50.6302,-126.7793,9.22,31.07,792.09,NaN,799.51,773.96
2017-12-15T00:19:00Z,50.6242,-126.7699,9.27,31.04,793.96,NaN,801.34,772.57
2017-12-15T00:21:00Z,50.6185,-126.7604,9.2,31.01,795.22,NaN,802.72,773.93
2017-12-15T00:24:00Z,50.6129,-126.7514,9.13,30.89,808.03,NaN,815.56,791.59
2017-12-15T00:26:00Z,50.6079,-126.7419,9.14,30.85,814.35,NaN,822.02,796.03
2017-12-15T00:28:00Z,50.6028,-126.7324,9.2,30.92,812.39,NaN,819.91,795.83
2017-12-16T15:18:00Z,50.6026,-126.7385,8.72,30.92,841.35,NaN,849.43,838.03
2017-12-16T15:20:00Z,50.6085,-126.7496,8.71,30.94,836.65,NaN,844.71,833.68
2017-12-16T15:22:00Z,50.6144,-126.7607,8.7,30.95,833.02,NaN,841.04,830.12
2017-12-16T15:24:00Z,50.6204,-126.7717,8.67,30.91,831.19,NaN,839.02,826.43
2017-12-16T15:26:00Z,50.6262,-126.7812,8.68,30.98,835.14,NaN,842.92,839.4
2017-12-16T15:28:00Z,50.6324,-126.7907,8.72,30.95,814.21,NaN,821.9,810.14
2017-12-22T00:31:00Z,50.6334,-126.7944,8.33,31.04,701.8,NaN,709.8,701.91
2017-12-22T00:33:00Z,50.6276,-126.7831,8.33,31.03,699.21,NaN,707.34,701.38
2017-12-22T00:35:00Z,50.6221,-126.7721,8.49,30.94,710.53,NaN,718.58,711.68
2017-12-22T00:37:00Z,50.6166,-126.7611,8.52,30.91,778.7,NaN,787.6,779.11
2017-12-22T00:39:00Z,50.6112,-126.7503,8.55,30.9,801.65,NaN,810.79,802.0
2017-12-22T00:41:00Z,50.6057,-126.7393,8.55,30.88,811.75,NaN,821.09,812.21
2017-12-22T00:43:00Z,50.6,-126.729,8.56,30.88,817.98,NaN,827.0,817.93
2017-12-23T15:13:00Z,50.6056,-126.7451,8.52,31.07,813.29,NaN,826.54,816.66
2017-12-23T15:15:00Z,50.6116,-126.7568,8.49,31.03,804.91,NaN,818.1,808.61
2017-12-23T15:17:00Z,50.6176,-126.7683,8.5,31.03,803.51,NaN,816.61,807.96
2017-12-23T15:19:00Z,50.6236,-126.7797,8.51,31.0,802.43,NaN,815.58,805.71
2017-12-23T15:21:00Z,50.6301,-126.7909,8.46,31.04,804.26,NaN,817.46,804.55
2017-12-28T23:58:00Z,50.6365,-126.7958,8.56,31.15,781.41,NaN,780.11,768.04
2017-12-29T00:00:00Z,50.6317,-126.786,8.52,31.02,787.62,NaN,786.26,774.87
2017-12-29T00:02:00Z,50.6266,-126.7761,8.52,30.96,791.24,NaN,789.64,778.48
2017-12-29T00:04:00Z,50.6211,-126.7672,8.52,30.99,795.66,NaN,794.68,783.53
2017-12-29T00:06:00Z,50.6161,-126.7579,8.53,30.94,803.09,NaN,801.82,790.34
2017-12-29T00:08:00Z,50.6114,-126.7495,8.52,30.9,NaN,418.67,NaN,NaN
2017-12-29T00:09:00Z,50.608,-126.7435,8.53,30.89,NaN,418.97,NaN,NaN
2017-12-29T00:10:00Z,50.6046,-126.7376,8.53,30.9,NaN,418.18,NaN,NaN
2017-12-30T16:20:00Z,50.6034,-126.7386,8.49,30.91,803.78,NaN,809.69,798.75
2017-12-30T16:22:00Z,50.6087,-126.7491,8.49,30.91,799.61,NaN,805.34,794.28
2017-12-30T16:24:00Z,50.6141,-126.7595,8.49,30.9,802.12,NaN,807.94,796.77
2017-12-30T16:26:00Z,50.6197,-126.77,8.52,30.9,799.57,NaN,805.57,793.15
2017-12-30T16:28:00Z,50.6252,-126.78,8.48,30.96,800.03,NaN,806.44,795.35
2017-12-30T16:30:00Z,50.6301,-126.7903,8.49,31.06,793.01,NaN,799.24,785.14
2018-01-04T23:32:00Z,50.6362,-126.7972,8.49,31.26,791.88,NaN,789.29,776.13
2018-01-04T23:34:00Z,50.6308,-126.7869,8.5,31.32,792.01,NaN,789.49,775.95
2018-01-04T23:36:00Z,50.626,-126.7776,8.5,31.18,789.87,NaN,787.4,773.97
2018-01-04T23:38:00Z,50.6203,-126.767,8.51,31.11,793.86,NaN,791.23,777.5
2018-01-04T23:40:00Z,50.6155,-126.7579,8.51,31.09,796.93,NaN,794.47,780.74
2018-01-04T23:42:00Z,50.6106,-126.7488,8.52,31.07,798.71,NaN,796.61,782.82
2018-01-04T23:44:00Z,50.6058,-126.7398,8.52,31.04,800.88,NaN,798.52,784.55
2018-01-04T23:46:00Z,50.6008,-126.7308,8.52,31.02,802.17,NaN,799.89,786.13
2018-01-06T15:24:00Z,50.6,-126.7334,8.47,31.06,800.59,NaN,806.07,792.44
2018-01-06T15:26:00Z,50.6052,-126.7427,8.46,31.1,800.84,NaN,806.3,793.56
2018-01-06T15:29:00Z,50.6113,-126.7535,8.47,31.15,799.16,NaN,804.53,792.06
2018-01-06T15:31:00Z,50.6166,-126.7627,8.47,31.2,794.64,NaN,800.0,786.99
2018-01-06T15:33:00Z,50.6217,-126.772,8.46,31.24,790.5,NaN,795.72,783.01
2018-01-06T15:35:00Z,50.6265,-126.7813,8.47,31.26,789.55,NaN,794.81,782.04
2018-01-06T15:37:00Z,50.6314,-126.7904,8.46,31.3,791.2,NaN,796.48,783.11
2018-01-06T15:39:00Z,50.6363,-126.7994,8.41,31.26,789.98,NaN,795.21,782.58
2018-01-12T01:24:00Z,50.6342,-126.7988,8.29,31.07,762.98,NaN,759.9,749.56
2018-01-12T01:26:00Z,50.6275,-126.7872,8.31,30.92,778.64,NaN,775.44,764.5
2018-01-12T01:28:00Z,50.6205,-126.7758,8.31,30.92,788.71,NaN,785.48,773.83
2018-01-12T01:30:00Z,50.6137,-126.765,8.3,30.84,794.5,NaN,791.13,779.88
2018-01-12T01:32:00Z,50.6074,-126.7535,8.3,30.84,797.55,NaN,794.08,782.91
2018-01-12T01:35:00Z,50.6002,-126.7402,8.31,30.85,799.27,NaN,795.83,784.48
2018-01-13T15:41:00Z,50.6057,-126.7429,8.33,30.82,788.03,NaN,797.0,783.74
2018-01-13T15:43:00Z,50.6116,-126.7539,8.38,30.83,786.31,NaN,795.13,780.29
2018-01-13T15:45:00Z,50.6175,-126.7648,8.34,30.9,782.0,NaN,790.8,777.45
2018-01-13T15:47:00Z,50.6232,-126.7749,8.36,30.95,782.13,NaN,790.95,779.45
2018-01-13T15:49:00Z,50.629,-126.7844,8.34,30.97,775.51,NaN,784.26,770.7
2018-01-13T15:51:00Z,50.635,-126.7946,8.34,30.96,773.04,NaN,781.87,768.77
2018-02-03T17:27:00Z,50.6035,-126.7386,8.3,30.5,746.5,NaN,754.64,741.26
2018-02-03T17:29:00Z,50.6104,-126.7514,8.3,30.53,744.07,NaN,752.22,739.0
2018-02-03T17:32:00Z,50.6171,-126.7643,8.28,30.54,742.07,NaN,750.12,737.2
2018-02-03T17:34:00Z,50.6239,-126.7768,8.27,30.58,742.29,NaN,750.35,737.33
2018-02-03T17:36:00Z,50.6311,-126.7869,8.3,30.62,738.69,NaN,746.67,733.35
2018-02-03T17:38:00Z,50.6384,-126.7976,8.29,30.56,726.02,NaN,733.96,720.88
2018-02-09T00:35:00Z,50.6384,-126.7975,8.36,30.57,679.25,NaN,685.73,673.57
2018-02-09T00:37:00Z,50.6326,-126.7864,8.4,30.4,683.34,NaN,689.78,675.57
2018-02-09T00:39:00Z,50.6264,-126.776,8.4,30.24,694.91,NaN,701.55,687.16
2018-02-09T00:41:00Z,50.6199,-126.7662,8.39,30.21,708.75,NaN,715.53,701.56
2018-02-09T00:43:00Z,50.6139,-126.7561,8.41,30.23,717.66,NaN,724.56,711.15
2018-02-09T00:45:00Z,50.608,-126.746,8.42,30.23,720.18,NaN,727.14,712.33
2018-02-09T00:47:00Z,50.602,-126.7354,8.4,30.21,725.56,NaN,732.61,718.03
2018-02-10T16:16:00Z,50.606,-126.7415,8.14,30.22,726.11,NaN,737.81,725.94
2018-02-10T16:18:00Z,50.6124,-126.7533,8.14,30.25,721.32,NaN,733.0,722.09
2018-02-10T16:20:00Z,50.6187,-126.765,8.14,30.27,720.8,NaN,732.62,720.68
2018-02-10T16:22:00Z,50.625,-126.776,8.14,30.22,716.39,NaN,728.09,718.13
2018-02-10T16:24:00Z,50.6314,-126.787,8.12,30.19,703.22,NaN,714.54,702.35
2018-02-10T16:26:00Z,50.6375,-126.7981,8.05,30.29,693.37,NaN,704.79,693.52
2018-02-15T23:50:00Z,50.636,-126.797,7.84,30.41,630.16,NaN,639.04,632.51
2018-02-15T23:52:00Z,50.6301,-126.7855,7.93,30.43,647.99,NaN,657.11,648.52
2018-02-15T23:54:00Z,50.6246,-126.7742,7.98,30.48,665.56,NaN,674.82,667.31
2018-02-15T23:56:00Z,50.6192,-126.7629,8.07,30.35,671.86,NaN,681.4,672.86
2018-02-15T23:58:00Z,50.6138,-126.7518,8.1,30.34,692.04,NaN,701.66,692.09
2018-02-16T00:00:00Z,50.6079,-126.7413,8.1,30.32,699.6,NaN,709.45,699.95
2018-02-16T00:02:00Z,50.6018,-126.731,8.11,30.3,702.98,NaN,712.85,703.2
2018-02-17T17:02:00Z,50.6006,-126.7347,8.14,30.27,749.29,NaN,738.27,727.95
2018-02-17T17:04:00Z,50.6079,-126.749,8.14,30.31,745.22,NaN,734.53,724.25
2018-02-17T17:06:00Z,50.6159,-126.7629,8.14,30.38,741.12,NaN,730.55,719.92
2018-02-17T17:08:00Z,50.6238,-126.7765,8.13,30.42,733.14,NaN,722.64,711.57
2018-02-17T17:10:00Z,50.6312,-126.7879,8.11,30.46,NaN,405.84,NaN,NaN
2018-02-17T17:11:00Z,50.6366,-126.7961,8.14,30.46,NaN,406.31,NaN,NaN
2018-02-23T00:31:00Z,50.6351,-126.7926,8.28,30.65,678.79,NaN,689.05,671.94
2018-02-23T00:33:00Z,50.6296,-126.7825,8.27,30.63,681.68,NaN,691.97,677.18
2018-02-23T00:35:00Z,50.6238,-126.7719,8.32,30.47,680.43,NaN,690.65,674.36
2018-02-23T00:37:00Z,50.6189,-126.7629,8.33,30.46,696.11,NaN,706.56,690.06
2018-02-23T00:39:00Z,50.614,-126.754,8.33,30.43,701.29,NaN,711.77,694.9
2018-02-23T00:41:00Z,50.6091,-126.7452,8.33,30.41,704.69,NaN,715.23,698.2
2018-02-23T00:43:00Z,50.6041,-126.7363,8.33,30.4,705.76,NaN,716.29,699.37
2018-02-24T16:17:00Z,50.6158,-126.7597,8.15,30.46,714.5,NaN,716.6,703.81
2018-02-24T16:19:00Z,50.6218,-126.7704,8.18,30.42,714.14,NaN,716.13,701.54
2018-02-24T16:21:00Z,50.6275,-126.7812,8.18,30.5,707.31,NaN,709.47,695.76
2018-02-24T16:23:00Z,50.6331,-126.7919,8.15,30.6,701.72,NaN,703.64,687.98
2018-03-02T00:33:00Z,50.6352,-126.7967,8.23,30.76,692.83,NaN,683.82,667.09
2018-03-02T00:35:00Z,50.6308,-126.7876,8.22,30.76,694.48,NaN,685.31,670.06
2018-03-02T00:37:00Z,50.6264,-126.7784,8.27,30.72,697.08,NaN,687.77,672.75
2018-03-02T00:39:00Z,50.6217,-126.7698,8.32,30.7,709.18,NaN,699.82,683.78
2018-03-02T00:41:00Z,50.6169,-126.7612,8.33,30.63,722.93,NaN,713.25,696.66
2018-03-02T00:43:00Z,50.6123,-126.7526,8.34,30.65,732.32,NaN,722.5,705.4
2018-03-02T00:45:00Z,50.6076,-126.7445,8.32,30.67,733.98,NaN,723.96,704.02
2018-03-02T00:48:00Z,50.6023,-126.7348,8.21,30.6,739.83,NaN,729.83,712.6
2018-03-03T16:25:00Z,50.6062,-126.7453,8.05,30.53,736.86,NaN,737.32,728.12
2018-03-03T16:27:00Z,50.6135,-126.759,8.04,30.56,738.37,NaN,738.82,729.66
2018-03-03T16:29:00Z,50.6213,-126.7719,8.04,30.59,739.94,NaN,740.36,731.06
2018-03-03T16:31:00Z,50.6294,-126.7835,8.03,30.7,742.18,NaN,742.72,734.08
2018-03-03T16:33:00Z,50.6376,-126.7943,8.07,30.83,740.06,NaN,740.6,731.4
2018-03-09T02:11:00Z,50.6327,-126.7899,8.1,31.0,713.57,NaN,706.51,695.61
2018-03-09T02:13:00Z,50.6259,-126.7772,8.11,30.65,717.7,NaN,710.56,699.13
2018-03-09T02:15:00Z,50.6191,-126.765,8.09,30.59,740.09,NaN,732.71,721.55
2018-03-09T02:18:00Z,50.6112,-126.7508,8.11,30.59,747.03,NaN,739.74,728.08
2018-03-09T02:20:00Z,50.6049,-126.7392,8.11,30.55,748.93,NaN,741.45,729.42
2018-03-10T15:30:00Z,50.6013,-126.7358,8.1,30.51,741.23,NaN,744.19,732.04
2018-03-10T15:32:00Z,50.6074,-126.7473,8.08,30.5,741.34,NaN,744.37,732.45
2018-03-10T15:34:00Z,50.6137,-126.759,8.09,30.55,741.73,NaN,744.73,732.61
2018-03-10T15:36:00Z,50.6199,-126.7706,8.09,30.57,742.78,NaN,745.76,733.58
2018-03-10T15:38:00Z,50.6263,-126.7823,8.09,30.6,743.23,NaN,746.26,733.9
2018-03-10T15:40:00Z,50.6328,-126.7936,8.07,30.66,742.18,NaN,745.2,734.1
2018-03-15T23:49:00Z,50.6333,-126.7909,8.4,30.81,713.92,NaN,711.37,695.03
2018-03-15T23:51:00Z,50.6288,-126.7814,8.35,30.79,725.06,NaN,722.54,707.84
2018-03-15T23:53:00Z,50.6242,-126.7721,8.34,30.75,733.35,NaN,730.79,716.32
2018-03-15T23:55:00Z,50.6197,-126.763,8.34,30.74,740.77,NaN,738.28,723.73
2018-03-15T23:57:00Z,50.6149,-126.754,8.34,30.7,741.72,NaN,739.16,724.58
2018-03-15T23:59:00Z,50.6104,-126.7452,8.41,30.63,740.63,NaN,738.05,720.81
2018-03-16T00:01:00Z,50.6057,-126.7365,8.45,30.58,738.78,NaN,736.22,719.25
2018-03-16T00:03:00Z,50.6005,-126.7274,8.44,30.56,741.23,NaN,738.69,722.34
2018-03-17T16:35:00Z,50.6056,-126.7416,8.11,30.71,748.22,NaN,745.84,735.69
2018-03-17T16:37:00Z,50.6127,-126.7549,8.1,30.74,748.95,NaN,746.51,736.36
2018-03-17T16:39:00Z,50.6197,-126.7682,8.09,30.74,749.9,NaN,747.46,737.52
2018-03-17T16:41:00Z,50.6272,-126.7797,8.09,30.79,749.15,NaN,746.6,737.02
2018-03-17T16:43:00Z,50.6346,-126.7907,8.11,30.75,741.39,NaN,738.93,728.98
2018-03-22T23:55:00Z,50.6351,-126.7942,8.18,30.93,632.08,NaN,623.62,615.07
2018-03-22T23:57:00Z,50.629,-126.7834,8.17,30.95,638.18,NaN,629.58,621.08
2018-03-22T23:59:00Z,50.6234,-126.7732,8.16,30.82,652.51,NaN,643.77,634.91
2018-03-23T00:01:00Z,50.6177,-126.763,8.15,30.8,704.92,NaN,695.55,685.75
2018-03-23T00:03:00Z,50.612,-126.7527,8.15,30.8,727.77,NaN,718.03,708.04
2018-03-23T00:05:00Z,50.6062,-126.7422,8.15,30.76,735.36,NaN,725.55,715.51
2018-03-24T14:59:00Z,50.6011,-126.7335,8.05,30.66,738.99,NaN,735.92,727.41
2018-03-24T15:01:00Z,50.6076,-126.7445,8.06,30.68,739.11,NaN,735.92,726.38
2018-03-24T15:03:00Z,50.6139,-126.7553,8.06,30.73,739.37,NaN,736.26,727.45
2018-03-24T15:05:00Z,50.6203,-126.7663,8.05,30.74,740.66,NaN,737.6,728.49
2018-03-24T15:07:00Z,50.627,-126.777,8.05,30.76,739.92,NaN,736.92,728.25
2018-03-24T15:09:00Z,50.6339,-126.7875,8.04,30.74,739.65,NaN,736.59,727.37
2018-03-24T15:12:00Z,50.6418,-126.7998,8.01,30.77,738.14,NaN,735.08,726.52
2018-03-29T22:56:00Z,50.6364,-126.7947,8.11,30.86,632.82,NaN,638.19,630.64
2018-03-29T22:58:00Z,50.6306,-126.7836,8.11,30.87,646.8,NaN,652.31,644.54
2018-03-29T23:00:00Z,50.6249,-126.7728,8.11,30.82,658.27,NaN,663.82,656.0
2018-03-29T23:02:00Z,50.6192,-126.7623,8.11,30.77,680.65,NaN,686.34,678.24
2018-03-29T23:04:00Z,50.6135,-126.7519,8.1,30.78,700.22,NaN,705.81,697.52
2018-03-29T23:06:00Z,50.6078,-126.7419,8.11,30.73,708.35,NaN,714.05,705.66
2018-03-29T23:08:00Z,50.6009,-126.7301,8.11,30.73,708.15,NaN,714.05,705.42
2018-03-31T15:38:00Z,50.6048,-126.7458,8.12,30.71,718.93,NaN,725.13,716.38
2018-03-31T15:40:00Z,50.6119,-126.7594,8.11,30.74,716.39,NaN,722.54,713.89
2018-03-31T15:42:00Z,50.6191,-126.7727,8.11,30.75,715.65,NaN,721.82,713.16
2018-03-31T15:44:00Z,50.6281,-126.7868,8.12,30.81,715.25,NaN,721.32,712.77
2018-03-31T15:46:00Z,50.6359,-126.7976,8.14,30.78,706.46,NaN,712.47,703.53
2018-04-06T00:21:00Z,50.6355,-126.7942,8.15,30.86,694.43,NaN,688.25,680.18
2018-04-06T00:23:00Z,50.6297,-126.7838,8.15,30.74,699.67,NaN,693.74,685.49
2018-04-06T00:25:00Z,50.6238,-126.7734,8.15,30.75,705.25,NaN,699.01,690.69
2018-04-06T00:27:00Z,50.618,-126.7632,8.14,30.75,707.57,NaN,701.73,693.08
2018-04-06T00:29:00Z,50.6125,-126.7533,8.12,30.77,NaN,NaN,NaN,NaN
2018-04-06T00:30:00Z,50.6071,-126.7434,8.14,30.69,NaN,NaN,NaN,NaN
2018-04-06T00:32:00Z,50.6019,-126.7335,8.15,30.66,NaN,NaN,NaN,NaN
2018-04-07T14:26:00Z,50.6033,-126.7412,8.23,30.57,732.79,NaN,712.65,702.42
2018-04-07T14:28:00Z,50.6092,-126.7525,8.23,30.59,732.15,NaN,712.19,702.21
